Start date/time,End date/time,Total (grid consumption) [MWh]
"Apr 19, 2023 10:00 AM","Apr 19, 2023 11:00 AM","63,038.50"
"Apr 19, 2023 11:00 AM","Apr 19, 2023 12:00 PM","63,851.50"
"Apr 19, 2023 12:00 PM","Apr 19, 2023 1:00 PM","62,523.00"
"Apr 19, 2023 1:00 PM","Apr 19, 2023 2:00 PM","61,607.25"
"Apr 19, 2023 2:00 PM","Apr 19, 2023 3:00 PM","59,796.00"
"Apr 19, 2023 3:00 PM","Apr 19, 2023 4:00 PM","58,430.25"
"Apr 19, 2023 4:00 PM","Apr 19, 2023 5:00 PM","57,468.00"
"Apr 19, 2023 5:00 PM","Apr 19, 2023 6:00 PM","57,963.25"
"Apr 19, 2023 6:00 PM","Apr 19, 2023 7:00 PM","58,094.00"
"Apr 19, 2023 7:00 PM","Apr 19, 2023 8:00 PM","59,623.25"
"Apr 19, 2023 8:00 PM","Apr 19, 2023 9:00 PM","58,254.75"
"Apr 19, 2023 9:00 PM","Apr 19, 2023 10:00 PM","55,760.50"
"Apr 19, 2023 10:00 PM","Apr 19, 2023 11:00 PM","52,372.50"
"Apr 19, 2023 11:00 PM","Apr 20, 2023 12:00 AM","48,803.75"
"Apr 20, 2023 12:00 AM","Apr 20, 2023 1:00 AM","46,484.25"
"Apr 20, 2023 1:00 AM","Apr 20, 2023 2:00 AM","44,758.25"
"Apr 20, 2023 2:00 AM","Apr 20, 2023 3:00 AM","44,304.75"
"Apr 20, 2023 3:00 AM","Apr 20, 2023 4:00 AM","44,607.00"
"Apr 20, 2023 4:00 AM","Apr 20, 2023 5:00 AM","45,123.50"
"Apr 20, 2023 5:00 AM","Apr 20, 2023 6:00 AM","48,768.75"
"Apr 20, 2023 6:00 AM","Apr 20, 2023 7:00 AM","54,559.75"
"Apr 20, 2023 7:00 AM","Apr 20, 2023 8:00 AM","58,585.50"
"Apr 20, 2023 8:00 AM","Apr 20, 2023 9:00 AM","61,497.50"
"Apr 20, 2023 9:00 AM","Apr 20, 2023 10:00 AM","61,268.75"
"Apr 20, 2023 10:00 AM","Apr 20, 2023 11:00 AM","62,121.25"
"Apr 20, 2023 11:00 AM","Apr 20, 2023 12:00 PM","63,236.75"
"Apr 20, 2023 12:00 PM","Apr 20, 2023 1:00 PM","63,791.00"
"Apr 20, 2023 1:00 PM","Apr 20, 2023 2:00 PM","62,554.75"
"Apr 20, 2023 2:00 PM","Apr 20, 2023 3:00 PM","60,829.00"
"Apr 20, 2023 3:00 PM","Apr 20, 2023 4:00 PM","59,718.00"
"Apr 20, 2023 4:00 PM","Apr 20, 2023 5:00 PM","59,242.75"
"Apr 20, 2023 5:00 PM","Apr 20, 2023 6:00 PM","59,445.50"
"Apr 20, 2023 6:00 PM","Apr 20, 2023 7:00 PM","59,832.25"
"Apr 20, 2023 7:00 PM","Apr 20, 2023 8:00 PM","59,041.00"
"Apr 20, 2023 8:00 PM","Apr 20, 2023 9:00 PM","57,622.25"
"Apr 20, 2023 9:00 PM","Apr 20, 2023 10:00 PM","55,569.50"
"Apr 20, 2023 10:00 PM","Apr 20, 2023 11:00 PM","53,176.25"
"Apr 20, 2023 11:00 PM","Apr 21, 2023 12:00 AM","49,799.75"
"Apr 21, 2023 12:00 AM","Apr 21, 2023 1:00 AM","47,246.00"
"Apr 21, 2023 1:00 AM","Apr 21, 2023 2:00 AM","44,383.00"
"Apr 21, 2023 2:00 AM","Apr 21, 2023 3:00 AM","43,777.50"
"Apr 21, 2023 3:00 AM","Apr 21, 2023 4:00 AM","44,178.25"
"Apr 21, 2023 4:00 AM","Apr 21, 2023 5:00 AM","45,432.75"
"Apr 21, 2023 5:00 AM","Apr 21, 2023 6:00 AM","47,786.50"
"Apr 21, 2023 6:00 AM","Apr 21, 2023 7:00 AM","53,708.50"
"Apr 21, 2023 7:00 AM","Apr 21, 2023 8:00 AM","57,482.75"
"Apr 21, 2023 8:00 AM","Apr 21, 2023 9:00 AM","59,409.25"
"Apr 21, 2023 9:00 AM","Apr 21, 2023 10:00 AM","59,971.00"
"Apr 21, 2023 10:00 AM","Apr 21, 2023 11:00 AM","59,722.25"
"Apr 21, 2023 11:00 AM","Apr 21, 2023 12:00 PM","60,145.75"
"Apr 21, 2023 12:00 PM","Apr 21, 2023 1:00 PM","59,617.25"
"Apr 21, 2023 1:00 PM","Apr 21, 2023 2:00 PM","57,616.00"
"Apr 21, 2023 2:00 PM","Apr 21, 2023 3:00 PM","55,890.50"
"Apr 21, 2023 3:00 PM","Apr 21, 2023 4:00 PM","55,086.25"
"Apr 21, 2023 4:00 PM","Apr 21, 2023 5:00 PM","54,596.00"
"Apr 21, 2023 5:00 PM","Apr 21, 2023 6:00 PM","55,288.00"
"Apr 21, 2023 6:00 PM","Apr 21, 2023 7:00 PM","54,931.50"
"Apr 21, 2023 7:00 PM","Apr 21, 2023 8:00 PM","54,410.75"
"Apr 21, 2023 8:00 PM","Apr 21, 2023 9:00 PM","53,183.25"
"Apr 21, 2023 9:00 PM","Apr 21, 2023 10:00 PM","52,372.00"
"Apr 21, 2023 10:00 PM","Apr 21, 2023 11:00 PM","50,078.00"
"Apr 21, 2023 11:00 PM","Apr 22, 2023 12:00 AM","46,326.75"
"Apr 22, 2023 12:00 AM","Apr 22, 2023 1:00 AM","43,327.25"
"Apr 22, 2023 1:00 AM","Apr 22, 2023 2:00 AM","41,271.50"
"Apr 22, 2023 2:00 AM","Apr 22, 2023 3:00 AM","39,697.00"
"Apr 22, 2023 3:00 AM","Apr 22, 2023 4:00 AM","39,378.00"
"Apr 22, 2023 4:00 AM","Apr 22, 2023 5:00 AM","39,437.00"
"Apr 22, 2023 5:00 AM","Apr 22, 2023 6:00 AM","39,464.00"
"Apr 22, 2023 6:00 AM","Apr 22, 2023 7:00 AM","40,375.50"
"Apr 22, 2023 7:00 AM","Apr 22, 2023 8:00 AM","42,369.75"
"Apr 22, 2023 8:00 AM","Apr 22, 2023 9:00 AM","45,350.25"
"Apr 22, 2023 9:00 AM","Apr 22, 2023 10:00 AM","47,350.00"
"Apr 22, 2023 10:00 AM","Apr 22, 2023 11:00 AM","48,769.75"
"Apr 22, 2023 11:00 AM","Apr 22, 2023 12:00 PM","49,159.00"
"Apr 22, 2023 12:00 PM","Apr 22, 2023 1:00 PM","48,623.25"
"Apr 22, 2023 1:00 PM","Apr 22, 2023 2:00 PM","47,376.25"
"Apr 22, 2023 2:00 PM","Apr 22, 2023 3:00 PM","46,546.50"
"Apr 22, 2023 3:00 PM","Apr 22, 2023 4:00 PM","46,018.00"
"Apr 22, 2023 4:00 PM","Apr 22, 2023 5:00 PM","45,850.75"
"Apr 22, 2023 5:00 PM","Apr 22, 2023 6:00 PM","46,487.00"
"Apr 22, 2023 6:00 PM","Apr 22, 2023 7:00 PM","47,705.50"
"Apr 22, 2023 7:00 PM","Apr 22, 2023 8:00 PM","47,851.00"
"Apr 22, 2023 8:00 PM","Apr 22, 2023 9:00 PM","47,053.75"
"Apr 22, 2023 9:00 PM","Apr 22, 2023 10:00 PM","46,060.00"
"Apr 22, 2023 10:00 PM","Apr 22, 2023 11:00 PM","44,082.25"
"Apr 22, 2023 11:00 PM","Apr 23, 2023 12:00 AM","41,752.25"
"Apr 23, 2023 12:00 AM","Apr 23, 2023 1:00 AM","39,276.75"
"Apr 23, 2023 1:00 AM","Apr 23, 2023 2:00 AM","37,024.50"
"Apr 23, 2023 2:00 AM","Apr 23, 2023 3:00 AM","35,818.00"
"Apr 23, 2023 3:00 AM","Apr 23, 2023 4:00 AM","35,221.00"
"Apr 23, 2023 4:00 AM","Apr 23, 2023 5:00 AM","35,266.75"
"Apr 23, 2023 5:00 AM","Apr 23, 2023 6:00 AM","35,659.25"
"Apr 23, 2023 6:00 AM","Apr 23, 2023 7:00 AM","35,804.00"
"Apr 23, 2023 7:00 AM","Apr 23, 2023 8:00 AM","37,419.75"
"Apr 23, 2023 8:00 AM","Apr 23, 2023 9:00 AM","40,904.50"
"Apr 23, 2023 9:00 AM","Apr 23, 2023 10:00 AM","42,989.75"
"Apr 23, 2023 10:00 AM","Apr 23, 2023 11:00 AM","44,060.75"
"Apr 23, 2023 11:00 AM","Apr 23, 2023 12:00 PM","46,474.75"
"Apr 23, 2023 12:00 PM","Apr 23, 2023 1:00 PM","46,369.00"
"Apr 23, 2023 1:00 PM","Apr 23, 2023 2:00 PM","43,968.25"
"Apr 23, 2023 2:00 PM","Apr 23, 2023 3:00 PM","42,228.50"
"Apr 23, 2023 3:00 PM","Apr 23, 2023 4:00 PM","41,322.25"
"Apr 23, 2023 4:00 PM","Apr 23, 2023 5:00 PM","41,067.25"
"Apr 23, 2023 5:00 PM","Apr 23, 2023 6:00 PM","42,839.50"
"Apr 23, 2023 6:00 PM","Apr 23, 2023 7:00 PM","44,345.25"
"Apr 23, 2023 7:00 PM","Apr 23, 2023 8:00 PM","44,943.75"
"Apr 23, 2023 8:00 PM","Apr 23, 2023 9:00 PM","45,039.75"
"Apr 23, 2023 9:00 PM","Apr 23, 2023 10:00 PM","44,546.75"
"Apr 23, 2023 10:00 PM","Apr 23, 2023 11:00 PM","44,446.00"
"Apr 23, 2023 11:00 PM","Apr 24, 2023 12:00 AM","41,745.50"
"Apr 24, 2023 12:00 AM","Apr 24, 2023 1:00 AM","39,464.00"
"Apr 24, 2023 1:00 AM","Apr 24, 2023 2:00 AM","38,107.00"
"Apr 24, 2023 2:00 AM","Apr 24, 2023 3:00 AM","37,519.25"
"Apr 24, 2023 3:00 AM","Apr 24, 2023 4:00 AM","38,120.50"
"Apr 24, 2023 4:00 AM","Apr 24, 2023 5:00 AM","40,009.25"
"Apr 24, 2023 5:00 AM","Apr 24, 2023 6:00 AM","44,425.25"
"Apr 24, 2023 6:00 AM","Apr 24, 2023 7:00 AM","52,309.25"
"Apr 24, 2023 7:00 AM","Apr 24, 2023 8:00 AM","57,557.25"
"Apr 24, 2023 8:00 AM","Apr 24, 2023 9:00 AM","60,350.75"
"Apr 24, 2023 9:00 AM","Apr 24, 2023 10:00 AM","61,865.50"
"Apr 24, 2023 10:00 AM","Apr 24, 2023 11:00 AM","62,124.00"
"Apr 24, 2023 11:00 AM","Apr 24, 2023 12:00 PM","62,818.00"
"Apr 24, 2023 12:00 PM","Apr 24, 2023 1:00 PM","62,049.75"
"Apr 24, 2023 1:00 PM","Apr 24, 2023 2:00 PM","61,499.25"
"Apr 24, 2023 2:00 PM","Apr 24, 2023 3:00 PM","60,047.25"
"Apr 24, 2023 3:00 PM","Apr 24, 2023 4:00 PM","59,006.00"
"Apr 24, 2023 4:00 PM","Apr 24, 2023 5:00 PM","58,173.50"
"Apr 24, 2023 5:00 PM","Apr 24, 2023 6:00 PM","57,808.25"
"Apr 24, 2023 6:00 PM","Apr 24, 2023 7:00 PM","58,469.50"
"Apr 24, 2023 7:00 PM","Apr 24, 2023 8:00 PM","58,393.00"
"Apr 24, 2023 8:00 PM","Apr 24, 2023 9:00 PM","57,118.25"
"Apr 24, 2023 9:00 PM","Apr 24, 2023 10:00 PM","55,299.50"
"Apr 24, 2023 10:00 PM","Apr 24, 2023 11:00 PM","52,064.75"
"Apr 24, 2023 11:00 PM","Apr 25, 2023 12:00 AM","49,015.25"
"Apr 25, 2023 12:00 AM","Apr 25, 2023 1:00 AM","46,297.25"
"Apr 25, 2023 1:00 AM","Apr 25, 2023 2:00 AM","44,518.50"
"Apr 25, 2023 2:00 AM","Apr 25, 2023 3:00 AM","43,661.75"
"Apr 25, 2023 3:00 AM","Apr 25, 2023 4:00 AM","43,934.50"
"Apr 25, 2023 4:00 AM","Apr 25, 2023 5:00 AM","44,910.25"
"Apr 25, 2023 5:00 AM","Apr 25, 2023 6:00 AM","48,269.50"
"Apr 25, 2023 6:00 AM","Apr 25, 2023 7:00 AM","54,747.75"
"Apr 25, 2023 7:00 AM","Apr 25, 2023 8:00 AM","59,615.25"
"Apr 25, 2023 8:00 AM","Apr 25, 2023 9:00 AM","61,510.50"
"Apr 25, 2023 9:00 AM","Apr 25, 2023 10:00 AM","62,374.25"
"Apr 25, 2023 10:00 AM","Apr 25, 2023 11:00 AM","62,873.00"
"Apr 25, 2023 11:00 AM","Apr 25, 2023 12:00 PM","63,810.00"
"Apr 25, 2023 12:00 PM","Apr 25, 2023 1:00 PM","63,026.25"
"Apr 25, 2023 1:00 PM","Apr 25, 2023 2:00 PM","61,269.75"
"Apr 25, 2023 2:00 PM","Apr 25, 2023 3:00 PM","59,689.75"
"Apr 25, 2023 3:00 PM","Apr 25, 2023 4:00 PM","58,598.75"
"Apr 25, 2023 4:00 PM","Apr 25, 2023 5:00 PM","57,698.50"
"Apr 25, 2023 5:00 PM","Apr 25, 2023 6:00 PM","58,005.50"
"Apr 25, 2023 6:00 PM","Apr 25, 2023 7:00 PM","58,447.00"
"Apr 25, 2023 7:00 PM","Apr 25, 2023 8:00 PM","58,769.00"
"Apr 25, 2023 8:00 PM","Apr 25, 2023 9:00 PM","57,728.00"
"Apr 25, 2023 9:00 PM","Apr 25, 2023 10:00 PM","56,069.25"
"Apr 25, 2023 10:00 PM","Apr 25, 2023 11:00 PM","52,951.50"
"Apr 25, 2023 11:00 PM","Apr 26, 2023 12:00 AM","49,424.50"
"Apr 26, 2023 12:00 AM","Apr 26, 2023 1:00 AM","45,927.50"
"Apr 26, 2023 1:00 AM","Apr 26, 2023 2:00 AM","44,804.00"
"Apr 26, 2023 2:00 AM","Apr 26, 2023 3:00 AM","44,382.00"
"Apr 26, 2023 3:00 AM","Apr 26, 2023 4:00 AM","44,720.75"
"Apr 26, 2023 4:00 AM","Apr 26, 2023 5:00 AM","46,032.75"
"Apr 26, 2023 5:00 AM","Apr 26, 2023 6:00 AM","49,689.25"
"Apr 26, 2023 6:00 AM","Apr 26, 2023 7:00 AM","55,525.25"
"Apr 26, 2023 7:00 AM","Apr 26, 2023 8:00 AM","59,182.75"
"Apr 26, 2023 8:00 AM","Apr 26, 2023 9:00 AM","60,803.25"
"Apr 26, 2023 9:00 AM","Apr 26, 2023 10:00 AM","60,504.50"
"Apr 26, 2023 10:00 AM","Apr 26, 2023 11:00 AM","61,493.75"
"Apr 26, 2023 11:00 AM","Apr 26, 2023 12:00 PM","61,841.50"
"Apr 26, 2023 12:00 PM","Apr 26, 2023 1:00 PM","61,322.00"
"Apr 26, 2023 1:00 PM","Apr 26, 2023 2:00 PM","60,222.00"
"Apr 26, 2023 2:00 PM","Apr 26, 2023 3:00 PM","58,395.25"
"Apr 26, 2023 3:00 PM","Apr 26, 2023 4:00 PM","57,415.00"
"Apr 26, 2023 4:00 PM","Apr 26, 2023 5:00 PM","56,974.25"
"Apr 26, 2023 5:00 PM","Apr 26, 2023 6:00 PM","57,439.00"
"Apr 26, 2023 6:00 PM","Apr 26, 2023 7:00 PM","57,704.75"
"Apr 26, 2023 7:00 PM","Apr 26, 2023 8:00 PM","57,851.25"
"Apr 26, 2023 8:00 PM","Apr 26, 2023 9:00 PM","56,413.00"
"Apr 26, 2023 9:00 PM","Apr 26, 2023 10:00 PM","55,017.50"
"Apr 26, 2023 10:00 PM","Apr 26, 2023 11:00 PM","51,582.25"
"Apr 26, 2023 11:00 PM","Apr 27, 2023 12:00 AM","48,167.00"
"Apr 27, 2023 12:00 AM","Apr 27, 2023 1:00 AM","45,436.75"
"Apr 27, 2023 1:00 AM","Apr 27, 2023 2:00 AM","43,719.25"
"Apr 27, 2023 2:00 AM","Apr 27, 2023 3:00 AM","43,257.50"
"Apr 27, 2023 3:00 AM","Apr 27, 2023 4:00 AM","43,917.00"
"Apr 27, 2023 4:00 AM","Apr 27, 2023 5:00 AM","44,717.50"
"Apr 27, 2023 5:00 AM","Apr 27, 2023 6:00 AM","48,089.75"
"Apr 27, 2023 6:00 AM","Apr 27, 2023 7:00 AM","54,354.00"
"Apr 27, 2023 7:00 AM","Apr 27, 2023 8:00 AM","58,157.00"
"Apr 27, 2023 8:00 AM","Apr 27, 2023 9:00 AM","60,519.75"
"Apr 27, 2023 9:00 AM","Apr 27, 2023 10:00 AM","61,088.75"
"Apr 27, 2023 10:00 AM","Apr 27, 2023 11:00 AM","60,661.75"
"Apr 27, 2023 11:00 AM","Apr 27, 2023 12:00 PM","61,049.25"
"Apr 27, 2023 12:00 PM","Apr 27, 2023 1:00 PM","59,909.50"
"Apr 27, 2023 1:00 PM","Apr 27, 2023 2:00 PM","58,979.75"
"Apr 27, 2023 2:00 PM","Apr 27, 2023 3:00 PM","57,830.00"
"Apr 27, 2023 3:00 PM","Apr 27, 2023 4:00 PM","56,524.50"
"Apr 27, 2023 4:00 PM","Apr 27, 2023 5:00 PM","55,886.75"
"Apr 27, 2023 5:00 PM","Apr 27, 2023 6:00 PM","56,766.75"
"Apr 27, 2023 6:00 PM","Apr 27, 2023 7:00 PM","57,123.00"
"Apr 27, 2023 7:00 PM","Apr 27, 2023 8:00 PM","57,110.00"
"Apr 27, 2023 8:00 PM","Apr 27, 2023 9:00 PM","56,058.00"
"Apr 27, 2023 9:00 PM","Apr 27, 2023 10:00 PM","54,391.00"
"Apr 27, 2023 10:00 PM","Apr 27, 2023 11:00 PM","51,070.00"
"Apr 27, 2023 11:00 PM","Apr 28, 2023 12:00 AM","47,454.75"
"Apr 28, 2023 12:00 AM","Apr 28, 2023 1:00 AM","44,439.75"
"Apr 28, 2023 1:00 AM","Apr 28, 2023 2:00 AM","42,690.75"
"Apr 28, 2023 2:00 AM","Apr 28, 2023 3:00 AM","41,505.00"
"Apr 28, 2023 3:00 AM","Apr 28, 2023 4:00 AM","41,420.00"
"Apr 28, 2023 4:00 AM","Apr 28, 2023 5:00 AM","42,651.00"
"Apr 28, 2023 5:00 AM","Apr 28, 2023 6:00 AM","45,991.00"
"Apr 28, 2023 6:00 AM","Apr 28, 2023 7:00 AM","52,222.25"
"Apr 28, 2023 7:00 AM","Apr 28, 2023 8:00 AM","57,213.75"
"Apr 28, 2023 8:00 AM","Apr 28, 2023 9:00 AM","60,040.00"
"Apr 28, 2023 9:00 AM","Apr 28, 2023 10:00 AM","60,916.25"
"Apr 28, 2023 10:00 AM","Apr 28, 2023 11:00 AM","62,318.75"
"Apr 28, 2023 11:00 AM","Apr 28, 2023 12:00 PM","62,599.00"
"Apr 28, 2023 12:00 PM","Apr 28, 2023 1:00 PM","61,762.75"
"Apr 28, 2023 1:00 PM","Apr 28, 2023 2:00 PM","59,565.50"
"Apr 28, 2023 2:00 PM","Apr 28, 2023 3:00 PM","57,521.75"
"Apr 28, 2023 3:00 PM","Apr 28, 2023 4:00 PM","56,461.25"
"Apr 28, 2023 4:00 PM","Apr 28, 2023 5:00 PM","55,542.00"
"Apr 28, 2023 5:00 PM","Apr 28, 2023 6:00 PM","55,490.00"
"Apr 28, 2023 6:00 PM","Apr 28, 2023 7:00 PM","55,440.00"
"Apr 28, 2023 7:00 PM","Apr 28, 2023 8:00 PM","55,261.50"
"Apr 28, 2023 8:00 PM","Apr 28, 2023 9:00 PM","53,646.50"
"Apr 28, 2023 9:00 PM","Apr 28, 2023 10:00 PM","51,819.50"
"Apr 28, 2023 10:00 PM","Apr 28, 2023 11:00 PM","49,301.50"
"Apr 28, 2023 11:00 PM","Apr 29, 2023 12:00 AM","45,692.75"
"Apr 29, 2023 12:00 AM","Apr 29, 2023 1:00 AM","42,968.50"
"Apr 29, 2023 1:00 AM","Apr 29, 2023 2:00 AM","40,816.75"
"Apr 29, 2023 2:00 AM","Apr 29, 2023 3:00 AM","38,942.00"
"Apr 29, 2023 3:00 AM","Apr 29, 2023 4:00 AM","38,871.50"
"Apr 29, 2023 4:00 AM","Apr 29, 2023 5:00 AM","39,012.25"
"Apr 29, 2023 5:00 AM","Apr 29, 2023 6:00 AM","39,569.25"
"Apr 29, 2023 6:00 AM","Apr 29, 2023 7:00 AM","40,916.00"
"Apr 29, 2023 7:00 AM","Apr 29, 2023 8:00 AM","43,415.25"
"Apr 29, 2023 8:00 AM","Apr 29, 2023 9:00 AM","46,851.50"
"Apr 29, 2023 9:00 AM","Apr 29, 2023 10:00 AM","50,320.50"
"Apr 29, 2023 10:00 AM","Apr 29, 2023 11:00 AM","51,885.75"
"Apr 29, 2023 11:00 AM","Apr 29, 2023 12:00 PM","52,415.25"
"Apr 29, 2023 12:00 PM","Apr 29, 2023 1:00 PM","51,303.25"
"Apr 29, 2023 1:00 PM","Apr 29, 2023 2:00 PM","49,517.25"
"Apr 29, 2023 2:00 PM","Apr 29, 2023 3:00 PM","47,773.50"
"Apr 29, 2023 3:00 PM","Apr 29, 2023 4:00 PM","47,131.75"
"Apr 29, 2023 4:00 PM","Apr 29, 2023 5:00 PM","46,483.50"
"Apr 29, 2023 5:00 PM","Apr 29, 2023 6:00 PM","47,468.25"
"Apr 29, 2023 6:00 PM","Apr 29, 2023 7:00 PM","48,519.50"
"Apr 29, 2023 7:00 PM","Apr 29, 2023 8:00 PM","48,826.50"
"Apr 29, 2023 8:00 PM","Apr 29, 2023 9:00 PM","48,623.50"
"Apr 29, 2023 9:00 PM","Apr 29, 2023 10:00 PM","47,548.25"
"Apr 29, 2023 10:00 PM","Apr 29, 2023 11:00 PM","45,888.00"
"Apr 29, 2023 11:00 PM","Apr 30, 2023 12:00 AM","42,848.50"
"Apr 30, 2023 12:00 AM","Apr 30, 2023 1:00 AM","39,551.75"
"Apr 30, 2023 1:00 AM","Apr 30, 2023 2:00 AM","37,688.00"
"Apr 30, 2023 2:00 AM","Apr 30, 2023 3:00 AM","36,483.75"
"Apr 30, 2023 3:00 AM","Apr 30, 2023 4:00 AM","36,008.75"
"Apr 30, 2023 4:00 AM","Apr 30, 2023 5:00 AM","35,893.00"
"Apr 30, 2023 5:00 AM","Apr 30, 2023 6:00 AM","36,194.00"
"Apr 30, 2023 6:00 AM","Apr 30, 2023 7:00 AM","36,329.00"
"Apr 30, 2023 7:00 AM","Apr 30, 2023 8:00 AM","38,012.50"
"Apr 30, 2023 8:00 AM","Apr 30, 2023 9:00 AM","40,958.25"
"Apr 30, 2023 9:00 AM","Apr 30, 2023 10:00 AM","43,373.25"
"Apr 30, 2023 10:00 AM","Apr 30, 2023 11:00 AM","44,807.00"
"Apr 30, 2023 11:00 AM","Apr 30, 2023 12:00 PM","46,215.25"
"Apr 30, 2023 12:00 PM","Apr 30, 2023 1:00 PM","45,820.25"
"Apr 30, 2023 1:00 PM","Apr 30, 2023 2:00 PM","43,435.00"
"Apr 30, 2023 2:00 PM","Apr 30, 2023 3:00 PM","41,389.75"
"Apr 30, 2023 3:00 PM","Apr 30, 2023 4:00 PM","40,309.00"
"Apr 30, 2023 4:00 PM","Apr 30, 2023 5:00 PM","39,919.75"
"Apr 30, 2023 5:00 PM","Apr 30, 2023 6:00 PM","40,566.00"
"Apr 30, 2023 6:00 PM","Apr 30, 2023 7:00 PM","42,494.25"
"Apr 30, 2023 7:00 PM","Apr 30, 2023 8:00 PM","42,982.25"
"Apr 30, 2023 8:00 PM","Apr 30, 2023 9:00 PM","43,284.50"
"Apr 30, 2023 9:00 PM","Apr 30, 2023 10:00 PM","43,404.75"
"Apr 30, 2023 10:00 PM","Apr 30, 2023 11:00 PM","41,673.50"
"Apr 30, 2023 11:00 PM","May 1, 2023 12:00 AM","39,211.00"
"May 1, 2023 12:00 AM","May 1, 2023 1:00 AM","37,463.50"
"May 1, 2023 1:00 AM","May 1, 2023 2:00 AM","35,640.00"
"May 1, 2023 2:00 AM","May 1, 2023 3:00 AM","34,687.25"
"May 1, 2023 3:00 AM","May 1, 2023 4:00 AM","34,339.00"
"May 1, 2023 4:00 AM","May 1, 2023 5:00 AM","34,480.50"
"May 1, 2023 5:00 AM","May 1, 2023 6:00 AM","35,329.50"
"May 1, 2023 6:00 AM","May 1, 2023 7:00 AM","35,482.25"
"May 1, 2023 7:00 AM","May 1, 2023 8:00 AM","37,350.25"
"May 1, 2023 8:00 AM","May 1, 2023 9:00 AM","40,269.75"
"May 1, 2023 9:00 AM","May 1, 2023 10:00 AM","43,701.50"
"May 1, 2023 10:00 AM","May 1, 2023 11:00 AM","45,623.25"
"May 1, 2023 11:00 AM","May 1, 2023 12:00 PM","46,247.00"
"May 1, 2023 12:00 PM","May 1, 2023 1:00 PM","45,701.50"
"May 1, 2023 1:00 PM","May 1, 2023 2:00 PM","44,475.00"
"May 1, 2023 2:00 PM","May 1, 2023 3:00 PM","43,536.25"
"May 1, 2023 3:00 PM","May 1, 2023 4:00 PM","43,238.25"
"May 1, 2023 4:00 PM","May 1, 2023 5:00 PM","43,417.00"
"May 1, 2023 5:00 PM","May 1, 2023 6:00 PM","43,722.50"
"May 1, 2023 6:00 PM","May 1, 2023 7:00 PM","45,042.00"
"May 1, 2023 7:00 PM","May 1, 2023 8:00 PM","44,809.50"
"May 1, 2023 8:00 PM","May 1, 2023 9:00 PM","44,592.25"
"May 1, 2023 9:00 PM","May 1, 2023 10:00 PM","45,058.50"
"May 1, 2023 10:00 PM","May 1, 2023 11:00 PM","43,606.50"
"May 1, 2023 11:00 PM","May 2, 2023 12:00 AM","40,658.25"
"May 2, 2023 12:00 AM","May 2, 2023 1:00 AM","38,637.00"
"May 2, 2023 1:00 AM","May 2, 2023 2:00 AM","37,307.25"
"May 2, 2023 2:00 AM","May 2, 2023 3:00 AM","37,171.25"
"May 2, 2023 3:00 AM","May 2, 2023 4:00 AM","37,593.75"
"May 2, 2023 4:00 AM","May 2, 2023 5:00 AM","39,629.75"
"May 2, 2023 5:00 AM","May 2, 2023 6:00 AM","43,565.00"
"May 2, 2023 6:00 AM","May 2, 2023 7:00 AM","52,249.50"
"May 2, 2023 7:00 AM","May 2, 2023 8:00 AM","57,739.25"
"May 2, 2023 8:00 AM","May 2, 2023 9:00 AM","60,571.00"
"May 2, 2023 9:00 AM","May 2, 2023 10:00 AM","61,238.00"
"May 2, 2023 10:00 AM","May 2, 2023 11:00 AM","61,998.00"
"May 2, 2023 11:00 AM","May 2, 2023 12:00 PM","62,880.50"
"May 2, 2023 12:00 PM","May 2, 2023 1:00 PM","61,720.75"
"May 2, 2023 1:00 PM","May 2, 2023 2:00 PM","60,932.25"
"May 2, 2023 2:00 PM","May 2, 2023 3:00 PM","59,350.50"
"May 2, 2023 3:00 PM","May 2, 2023 4:00 PM","58,379.25"
"May 2, 2023 4:00 PM","May 2, 2023 5:00 PM","56,687.00"
"May 2, 2023 5:00 PM","May 2, 2023 6:00 PM","56,931.50"
"May 2, 2023 6:00 PM","May 2, 2023 7:00 PM","57,656.50"
"May 2, 2023 7:00 PM","May 2, 2023 8:00 PM","57,556.00"
"May 2, 2023 8:00 PM","May 2, 2023 9:00 PM","56,056.75"
"May 2, 2023 9:00 PM","May 2, 2023 10:00 PM","54,306.25"
"May 2, 2023 10:00 PM","May 2, 2023 11:00 PM","50,761.75"
"May 2, 2023 11:00 PM","May 3, 2023 12:00 AM","46,635.75"
"May 3, 2023 12:00 AM","May 3, 2023 1:00 AM","44,102.00"
"May 3, 2023 1:00 AM","May 3, 2023 2:00 AM","42,467.75"
"May 3, 2023 2:00 AM","May 3, 2023 3:00 AM","41,767.25"
"May 3, 2023 3:00 AM","May 3, 2023 4:00 AM","42,443.25"
"May 3, 2023 4:00 AM","May 3, 2023 5:00 AM","43,878.00"
"May 3, 2023 5:00 AM","May 3, 2023 6:00 AM","47,324.00"
"May 3, 2023 6:00 AM","May 3, 2023 7:00 AM","53,322.50"
"May 3, 2023 7:00 AM","May 3, 2023 8:00 AM","57,638.50"
"May 3, 2023 8:00 AM","May 3, 2023 9:00 AM","60,647.25"
"May 3, 2023 9:00 AM","May 3, 2023 10:00 AM","60,348.75"
"May 3, 2023 10:00 AM","May 3, 2023 11:00 AM","59,935.75"
"May 3, 2023 11:00 AM","May 3, 2023 12:00 PM","60,213.75"
