Start date/time,End date/time,Total (grid consumption) [MWh]
"Sep 30, 2023 10:00 PM","Sep 30, 2023 11:00 PM","41,917.25"
"Sep 30, 2023 11:00 PM","Oct 1, 2023 12:00 AM","38,911.25"
"Oct 1, 2023 12:00 AM","Oct 1, 2023 1:00 AM","36,861.50"
"Oct 1, 2023 1:00 AM","Oct 1, 2023 2:00 AM","35,218.75"
"Oct 1, 2023 2:00 AM","Oct 1, 2023 3:00 AM","33,817.00"
"Oct 1, 2023 3:00 AM","Oct 1, 2023 4:00 AM","33,427.00"
"Oct 1, 2023 4:00 AM","Oct 1, 2023 5:00 AM","33,506.00"
"Oct 1, 2023 5:00 AM","Oct 1, 2023 6:00 AM","34,229.25"
"Oct 1, 2023 6:00 AM","Oct 1, 2023 7:00 AM","35,347.75"
"Oct 1, 2023 7:00 AM","Oct 1, 2023 8:00 AM","37,091.50"
"Oct 1, 2023 8:00 AM","Oct 1, 2023 9:00 AM","40,283.00"
"Oct 1, 2023 9:00 AM","Oct 1, 2023 10:00 AM","43,004.50"
"Oct 1, 2023 10:00 AM","Oct 1, 2023 11:00 AM","44,913.25"
"Oct 1, 2023 11:00 AM","Oct 1, 2023 12:00 PM","46,601.50"
"Oct 1, 2023 12:00 PM","Oct 1, 2023 1:00 PM","45,903.25"
"Oct 1, 2023 1:00 PM","Oct 1, 2023 2:00 PM","44,035.75"
"Oct 1, 2023 2:00 PM","Oct 1, 2023 3:00 PM","42,379.00"
"Oct 1, 2023 3:00 PM","Oct 1, 2023 4:00 PM","42,080.50"
"Oct 1, 2023 4:00 PM","Oct 1, 2023 5:00 PM","41,497.75"
"Oct 1, 2023 5:00 PM","Oct 1, 2023 6:00 PM","43,247.75"
"Oct 1, 2023 6:00 PM","Oct 1, 2023 7:00 PM","45,839.25"
"Oct 1, 2023 7:00 PM","Oct 1, 2023 8:00 PM","47,407.50"
"Oct 1, 2023 8:00 PM","Oct 1, 2023 9:00 PM","45,755.25"
"Oct 1, 2023 9:00 PM","Oct 1, 2023 10:00 PM","43,590.00"
"Oct 1, 2023 10:00 PM","Oct 1, 2023 11:00 PM","41,483.00"
"Oct 1, 2023 11:00 PM","Oct 2, 2023 12:00 AM","39,043.50"
"Oct 2, 2023 12:00 AM","Oct 2, 2023 1:00 AM","36,694.50"
"Oct 2, 2023 1:00 AM","Oct 2, 2023 2:00 AM","35,735.50"
"Oct 2, 2023 2:00 AM","Oct 2, 2023 3:00 AM","35,340.50"
"Oct 2, 2023 3:00 AM","Oct 2, 2023 4:00 AM","35,543.25"
"Oct 2, 2023 4:00 AM","Oct 2, 2023 5:00 AM","35,885.50"
"Oct 2, 2023 5:00 AM","Oct 2, 2023 6:00 AM","39,141.50"
"Oct 2, 2023 6:00 AM","Oct 2, 2023 7:00 AM","44,742.50"
"Oct 2, 2023 7:00 AM","Oct 2, 2023 8:00 AM","48,478.00"
"Oct 2, 2023 8:00 AM","Oct 2, 2023 9:00 AM","51,290.50"
"Oct 2, 2023 9:00 AM","Oct 2, 2023 10:00 AM","53,079.50"
"Oct 2, 2023 10:00 AM","Oct 2, 2023 11:00 AM","54,084.00"
"Oct 2, 2023 11:00 AM","Oct 2, 2023 12:00 PM","54,319.75"
"Oct 2, 2023 12:00 PM","Oct 2, 2023 1:00 PM","54,565.75"
"Oct 2, 2023 1:00 PM","Oct 2, 2023 2:00 PM","53,567.25"
"Oct 2, 2023 2:00 PM","Oct 2, 2023 3:00 PM","52,686.75"
"Oct 2, 2023 3:00 PM","Oct 2, 2023 4:00 PM","51,369.00"
"Oct 2, 2023 4:00 PM","Oct 2, 2023 5:00 PM","50,754.75"
"Oct 2, 2023 5:00 PM","Oct 2, 2023 6:00 PM","51,763.25"
"Oct 2, 2023 6:00 PM","Oct 2, 2023 7:00 PM","53,095.25"
"Oct 2, 2023 7:00 PM","Oct 2, 2023 8:00 PM","54,079.75"
"Oct 2, 2023 8:00 PM","Oct 2, 2023 9:00 PM","51,109.00"
"Oct 2, 2023 9:00 PM","Oct 2, 2023 10:00 PM","47,806.00"
"Oct 2, 2023 10:00 PM","Oct 2, 2023 11:00 PM","44,811.00"
"Oct 2, 2023 11:00 PM","Oct 3, 2023 12:00 AM","41,604.75"
"Oct 3, 2023 12:00 AM","Oct 3, 2023 1:00 AM","37,753.25"
"Oct 3, 2023 1:00 AM","Oct 3, 2023 2:00 AM","35,578.50"
"Oct 3, 2023 2:00 AM","Oct 3, 2023 3:00 AM","34,649.25"
"Oct 3, 2023 3:00 AM","Oct 3, 2023 4:00 AM","34,863.00"
"Oct 3, 2023 4:00 AM","Oct 3, 2023 5:00 AM","35,995.50"
"Oct 3, 2023 5:00 AM","Oct 3, 2023 6:00 AM","37,078.75"
"Oct 3, 2023 6:00 AM","Oct 3, 2023 7:00 AM","38,703.25"
"Oct 3, 2023 7:00 AM","Oct 3, 2023 8:00 AM","40,831.50"
"Oct 3, 2023 8:00 AM","Oct 3, 2023 9:00 AM","44,785.00"
"Oct 3, 2023 9:00 AM","Oct 3, 2023 10:00 AM","47,832.75"
"Oct 3, 2023 10:00 AM","Oct 3, 2023 11:00 AM","50,479.00"
"Oct 3, 2023 11:00 AM","Oct 3, 2023 12:00 PM","52,305.00"
"Oct 3, 2023 12:00 PM","Oct 3, 2023 1:00 PM","51,614.00"
"Oct 3, 2023 1:00 PM","Oct 3, 2023 2:00 PM","49,912.00"
"Oct 3, 2023 2:00 PM","Oct 3, 2023 3:00 PM","48,170.25"
"Oct 3, 2023 3:00 PM","Oct 3, 2023 4:00 PM","46,941.75"
"Oct 3, 2023 4:00 PM","Oct 3, 2023 5:00 PM","46,929.75"
"Oct 3, 2023 5:00 PM","Oct 3, 2023 6:00 PM","48,620.25"
"Oct 3, 2023 6:00 PM","Oct 3, 2023 7:00 PM","49,509.25"
"Oct 3, 2023 7:00 PM","Oct 3, 2023 8:00 PM","49,090.00"
"Oct 3, 2023 8:00 PM","Oct 3, 2023 9:00 PM","47,058.25"
"Oct 3, 2023 9:00 PM","Oct 3, 2023 10:00 PM","44,986.25"
"Oct 3, 2023 10:00 PM","Oct 3, 2023 11:00 PM","43,909.00"
"Oct 3, 2023 11:00 PM","Oct 4, 2023 12:00 AM","41,457.50"
"Oct 4, 2023 12:00 AM","Oct 4, 2023 1:00 AM","39,685.50"
"Oct 4, 2023 1:00 AM","Oct 4, 2023 2:00 AM","38,615.50"
"Oct 4, 2023 2:00 AM","Oct 4, 2023 3:00 AM","37,353.00"
"Oct 4, 2023 3:00 AM","Oct 4, 2023 4:00 AM","37,758.00"
"Oct 4, 2023 4:00 AM","Oct 4, 2023 5:00 AM","39,445.00"
"Oct 4, 2023 5:00 AM","Oct 4, 2023 6:00 AM","43,474.50"
"Oct 4, 2023 6:00 AM","Oct 4, 2023 7:00 AM","52,637.00"
"Oct 4, 2023 7:00 AM","Oct 4, 2023 8:00 AM","57,796.00"
"Oct 4, 2023 8:00 AM","Oct 4, 2023 9:00 AM","60,281.00"
"Oct 4, 2023 9:00 AM","Oct 4, 2023 10:00 AM","61,781.25"
"Oct 4, 2023 10:00 AM","Oct 4, 2023 11:00 AM","60,925.75"
"Oct 4, 2023 11:00 AM","Oct 4, 2023 12:00 PM","61,013.75"
"Oct 4, 2023 12:00 PM","Oct 4, 2023 1:00 PM","60,133.50"
"Oct 4, 2023 1:00 PM","Oct 4, 2023 2:00 PM","59,123.00"
"Oct 4, 2023 2:00 PM","Oct 4, 2023 3:00 PM","58,525.50"
"Oct 4, 2023 3:00 PM","Oct 4, 2023 4:00 PM","57,768.50"
"Oct 4, 2023 4:00 PM","Oct 4, 2023 5:00 PM","57,746.50"
"Oct 4, 2023 5:00 PM","Oct 4, 2023 6:00 PM","58,384.75"
"Oct 4, 2023 6:00 PM","Oct 4, 2023 7:00 PM","60,278.75"
"Oct 4, 2023 7:00 PM","Oct 4, 2023 8:00 PM","61,700.25"
"Oct 4, 2023 8:00 PM","Oct 4, 2023 9:00 PM","58,880.50"
"Oct 4, 2023 9:00 PM","Oct 4, 2023 10:00 PM","55,005.75"
"Oct 4, 2023 10:00 PM","Oct 4, 2023 11:00 PM","50,533.25"
"Oct 4, 2023 11:00 PM","Oct 5, 2023 12:00 AM","46,270.25"
"Oct 5, 2023 12:00 AM","Oct 5, 2023 1:00 AM","44,133.00"
"Oct 5, 2023 1:00 AM","Oct 5, 2023 2:00 AM","42,983.00"
"Oct 5, 2023 2:00 AM","Oct 5, 2023 3:00 AM","42,327.50"
"Oct 5, 2023 3:00 AM","Oct 5, 2023 4:00 AM","42,225.00"
"Oct 5, 2023 4:00 AM","Oct 5, 2023 5:00 AM","43,549.00"
"Oct 5, 2023 5:00 AM","Oct 5, 2023 6:00 AM","47,263.25"
"Oct 5, 2023 6:00 AM","Oct 5, 2023 7:00 AM","54,705.75"
"Oct 5, 2023 7:00 AM","Oct 5, 2023 8:00 AM","59,969.00"
"Oct 5, 2023 8:00 AM","Oct 5, 2023 9:00 AM","62,447.00"
"Oct 5, 2023 9:00 AM","Oct 5, 2023 10:00 AM","62,233.50"
"Oct 5, 2023 10:00 AM","Oct 5, 2023 11:00 AM","62,660.00"
"Oct 5, 2023 11:00 AM","Oct 5, 2023 12:00 PM","63,270.75"
"Oct 5, 2023 12:00 PM","Oct 5, 2023 1:00 PM","62,164.75"
"Oct 5, 2023 1:00 PM","Oct 5, 2023 2:00 PM","60,968.50"
"Oct 5, 2023 2:00 PM","Oct 5, 2023 3:00 PM","60,350.00"
"Oct 5, 2023 3:00 PM","Oct 5, 2023 4:00 PM","60,036.25"
"Oct 5, 2023 4:00 PM","Oct 5, 2023 5:00 PM","59,354.75"
"Oct 5, 2023 5:00 PM","Oct 5, 2023 6:00 PM","59,422.75"
"Oct 5, 2023 6:00 PM","Oct 5, 2023 7:00 PM","59,297.00"
"Oct 5, 2023 7:00 PM","Oct 5, 2023 8:00 PM","60,835.00"
"Oct 5, 2023 8:00 PM","Oct 5, 2023 9:00 PM","58,043.25"
"Oct 5, 2023 9:00 PM","Oct 5, 2023 10:00 PM","54,081.25"
"Oct 5, 2023 10:00 PM","Oct 5, 2023 11:00 PM","50,290.25"
"Oct 5, 2023 11:00 PM","Oct 6, 2023 12:00 AM","46,724.75"
"Oct 6, 2023 12:00 AM","Oct 6, 2023 1:00 AM","43,823.50"
"Oct 6, 2023 1:00 AM","Oct 6, 2023 2:00 AM","42,019.75"
"Oct 6, 2023 2:00 AM","Oct 6, 2023 3:00 AM","41,087.75"
"Oct 6, 2023 3:00 AM","Oct 6, 2023 4:00 AM","41,491.75"
"Oct 6, 2023 4:00 AM","Oct 6, 2023 5:00 AM","42,986.25"
"Oct 6, 2023 5:00 AM","Oct 6, 2023 6:00 AM","47,034.25"
"Oct 6, 2023 6:00 AM","Oct 6, 2023 7:00 AM","55,132.25"
"Oct 6, 2023 7:00 AM","Oct 6, 2023 8:00 AM","60,268.75"
"Oct 6, 2023 8:00 AM","Oct 6, 2023 9:00 AM","62,733.75"
"Oct 6, 2023 9:00 AM","Oct 6, 2023 10:00 AM","63,190.50"
"Oct 6, 2023 10:00 AM","Oct 6, 2023 11:00 AM","63,383.75"
"Oct 6, 2023 11:00 AM","Oct 6, 2023 12:00 PM","62,677.25"
"Oct 6, 2023 12:00 PM","Oct 6, 2023 1:00 PM","61,600.50"
"Oct 6, 2023 1:00 PM","Oct 6, 2023 2:00 PM","59,455.25"
"Oct 6, 2023 2:00 PM","Oct 6, 2023 3:00 PM","58,178.25"
"Oct 6, 2023 3:00 PM","Oct 6, 2023 4:00 PM","57,273.25"
"Oct 6, 2023 4:00 PM","Oct 6, 2023 5:00 PM","56,369.00"
"Oct 6, 2023 5:00 PM","Oct 6, 2023 6:00 PM","56,979.00"
"Oct 6, 2023 6:00 PM","Oct 6, 2023 7:00 PM","58,189.00"
"Oct 6, 2023 7:00 PM","Oct 6, 2023 8:00 PM","59,318.00"
"Oct 6, 2023 8:00 PM","Oct 6, 2023 9:00 PM","55,988.50"
"Oct 6, 2023 9:00 PM","Oct 6, 2023 10:00 PM","51,575.00"
"Oct 6, 2023 10:00 PM","Oct 6, 2023 11:00 PM","47,736.25"
"Oct 6, 2023 11:00 PM","Oct 7, 2023 12:00 AM","44,758.50"
"Oct 7, 2023 12:00 AM","Oct 7, 2023 1:00 AM","42,618.25"
"Oct 7, 2023 1:00 AM","Oct 7, 2023 2:00 AM","41,101.75"
"Oct 7, 2023 2:00 AM","Oct 7, 2023 3:00 AM","39,797.00"
"Oct 7, 2023 3:00 AM","Oct 7, 2023 4:00 AM","39,130.00"
"Oct 7, 2023 4:00 AM","Oct 7, 2023 5:00 AM","39,856.00"
"Oct 7, 2023 5:00 AM","Oct 7, 2023 6:00 AM","40,307.00"
"Oct 7, 2023 6:00 AM","Oct 7, 2023 7:00 AM","42,272.00"
"Oct 7, 2023 7:00 AM","Oct 7, 2023 8:00 AM","44,866.25"
"Oct 7, 2023 8:00 AM","Oct 7, 2023 9:00 AM","48,413.25"
"Oct 7, 2023 9:00 AM","Oct 7, 2023 10:00 AM","49,823.75"
"Oct 7, 2023 10:00 AM","Oct 7, 2023 11:00 AM","52,235.50"
"Oct 7, 2023 11:00 AM","Oct 7, 2023 12:00 PM","52,495.75"
"Oct 7, 2023 12:00 PM","Oct 7, 2023 1:00 PM","51,855.75"
"Oct 7, 2023 1:00 PM","Oct 7, 2023 2:00 PM","50,413.75"
"Oct 7, 2023 2:00 PM","Oct 7, 2023 3:00 PM","48,524.25"
"Oct 7, 2023 3:00 PM","Oct 7, 2023 4:00 PM","48,377.25"
"Oct 7, 2023 4:00 PM","Oct 7, 2023 5:00 PM","48,326.00"
"Oct 7, 2023 5:00 PM","Oct 7, 2023 6:00 PM","49,531.50"
"Oct 7, 2023 6:00 PM","Oct 7, 2023 7:00 PM","51,492.50"
"Oct 7, 2023 7:00 PM","Oct 7, 2023 8:00 PM","51,336.50"
"Oct 7, 2023 8:00 PM","Oct 7, 2023 9:00 PM","48,381.50"
"Oct 7, 2023 9:00 PM","Oct 7, 2023 10:00 PM","45,278.25"
"Oct 7, 2023 10:00 PM","Oct 7, 2023 11:00 PM","43,474.50"
"Oct 7, 2023 11:00 PM","Oct 8, 2023 12:00 AM","40,489.75"
"Oct 8, 2023 12:00 AM","Oct 8, 2023 1:00 AM","37,768.50"
"Oct 8, 2023 1:00 AM","Oct 8, 2023 2:00 AM","36,335.50"
"Oct 8, 2023 2:00 AM","Oct 8, 2023 3:00 AM","35,174.50"
"Oct 8, 2023 3:00 AM","Oct 8, 2023 4:00 AM","34,481.25"
"Oct 8, 2023 4:00 AM","Oct 8, 2023 5:00 AM","33,844.50"
"Oct 8, 2023 5:00 AM","Oct 8, 2023 6:00 AM","34,261.75"
"Oct 8, 2023 6:00 AM","Oct 8, 2023 7:00 AM","35,652.50"
"Oct 8, 2023 7:00 AM","Oct 8, 2023 8:00 AM","38,016.00"
"Oct 8, 2023 8:00 AM","Oct 8, 2023 9:00 AM","40,985.25"
"Oct 8, 2023 9:00 AM","Oct 8, 2023 10:00 AM","43,884.75"
"Oct 8, 2023 10:00 AM","Oct 8, 2023 11:00 AM","45,952.25"
"Oct 8, 2023 11:00 AM","Oct 8, 2023 12:00 PM","47,828.50"
"Oct 8, 2023 12:00 PM","Oct 8, 2023 1:00 PM","47,275.00"
"Oct 8, 2023 1:00 PM","Oct 8, 2023 2:00 PM","45,852.75"
"Oct 8, 2023 2:00 PM","Oct 8, 2023 3:00 PM","44,345.75"
"Oct 8, 2023 3:00 PM","Oct 8, 2023 4:00 PM","43,723.75"
"Oct 8, 2023 4:00 PM","Oct 8, 2023 5:00 PM","44,291.50"
"Oct 8, 2023 5:00 PM","Oct 8, 2023 6:00 PM","46,251.75"
"Oct 8, 2023 6:00 PM","Oct 8, 2023 7:00 PM","48,141.25"
"Oct 8, 2023 7:00 PM","Oct 8, 2023 8:00 PM","49,155.50"
"Oct 8, 2023 8:00 PM","Oct 8, 2023 9:00 PM","46,996.50"
"Oct 8, 2023 9:00 PM","Oct 8, 2023 10:00 PM","44,930.00"
"Oct 8, 2023 10:00 PM","Oct 8, 2023 11:00 PM","43,168.00"
"Oct 8, 2023 11:00 PM","Oct 9, 2023 12:00 AM","40,435.75"
"Oct 9, 2023 12:00 AM","Oct 9, 2023 1:00 AM","38,188.25"
"Oct 9, 2023 1:00 AM","Oct 9, 2023 2:00 AM","36,933.75"
"Oct 9, 2023 2:00 AM","Oct 9, 2023 3:00 AM","36,663.75"
"Oct 9, 2023 3:00 AM","Oct 9, 2023 4:00 AM","37,455.50"
"Oct 9, 2023 4:00 AM","Oct 9, 2023 5:00 AM","38,744.25"
"Oct 9, 2023 5:00 AM","Oct 9, 2023 6:00 AM","43,115.00"
"Oct 9, 2023 6:00 AM","Oct 9, 2023 7:00 AM","52,295.50"
"Oct 9, 2023 7:00 AM","Oct 9, 2023 8:00 AM","58,056.50"
"Oct 9, 2023 8:00 AM","Oct 9, 2023 9:00 AM","60,584.25"
"Oct 9, 2023 9:00 AM","Oct 9, 2023 10:00 AM","61,580.25"
"Oct 9, 2023 10:00 AM","Oct 9, 2023 11:00 AM","63,019.00"
"Oct 9, 2023 11:00 AM","Oct 9, 2023 12:00 PM","63,744.75"
"Oct 9, 2023 12:00 PM","Oct 9, 2023 1:00 PM","63,378.25"
"Oct 9, 2023 1:00 PM","Oct 9, 2023 2:00 PM","61,773.50"
"Oct 9, 2023 2:00 PM","Oct 9, 2023 3:00 PM","60,785.00"
"Oct 9, 2023 3:00 PM","Oct 9, 2023 4:00 PM","59,891.25"
"Oct 9, 2023 4:00 PM","Oct 9, 2023 5:00 PM","59,214.25"
"Oct 9, 2023 5:00 PM","Oct 9, 2023 6:00 PM","59,455.00"
"Oct 9, 2023 6:00 PM","Oct 9, 2023 7:00 PM","59,951.75"
"Oct 9, 2023 7:00 PM","Oct 9, 2023 8:00 PM","60,480.75"
"Oct 9, 2023 8:00 PM","Oct 9, 2023 9:00 PM","57,177.00"
"Oct 9, 2023 9:00 PM","Oct 9, 2023 10:00 PM","53,426.75"
"Oct 9, 2023 10:00 PM","Oct 9, 2023 11:00 PM","49,298.75"
"Oct 9, 2023 11:00 PM","Oct 10, 2023 12:00 AM","45,940.75"
"Oct 10, 2023 12:00 AM","Oct 10, 2023 1:00 AM","44,041.00"
"Oct 10, 2023 1:00 AM","Oct 10, 2023 2:00 AM","42,631.25"
"Oct 10, 2023 2:00 AM","Oct 10, 2023 3:00 AM","41,658.00"
"Oct 10, 2023 3:00 AM","Oct 10, 2023 4:00 AM","41,975.75"
"Oct 10, 2023 4:00 AM","Oct 10, 2023 5:00 AM","43,098.25"
"Oct 10, 2023 5:00 AM","Oct 10, 2023 6:00 AM","46,349.00"
"Oct 10, 2023 6:00 AM","Oct 10, 2023 7:00 AM","53,939.25"
"Oct 10, 2023 7:00 AM","Oct 10, 2023 8:00 AM","59,028.75"
"Oct 10, 2023 8:00 AM","Oct 10, 2023 9:00 AM","61,087.00"
"Oct 10, 2023 9:00 AM","Oct 10, 2023 10:00 AM","61,613.50"
"Oct 10, 2023 10:00 AM","Oct 10, 2023 11:00 AM","63,106.00"
"Oct 10, 2023 11:00 AM","Oct 10, 2023 12:00 PM","63,578.75"
"Oct 10, 2023 12:00 PM","Oct 10, 2023 1:00 PM","62,374.00"
"Oct 10, 2023 1:00 PM","Oct 10, 2023 2:00 PM","60,588.25"
"Oct 10, 2023 2:00 PM","Oct 10, 2023 3:00 PM","59,228.50"
"Oct 10, 2023 3:00 PM","Oct 10, 2023 4:00 PM","58,848.25"
"Oct 10, 2023 4:00 PM","Oct 10, 2023 5:00 PM","58,750.75"
"Oct 10, 2023 5:00 PM","Oct 10, 2023 6:00 PM","59,865.75"
"Oct 10, 2023 6:00 PM","Oct 10, 2023 7:00 PM","61,075.00"
"Oct 10, 2023 7:00 PM","Oct 10, 2023 8:00 PM","62,547.25"
"Oct 10, 2023 8:00 PM","Oct 10, 2023 9:00 PM","59,700.75"
"Oct 10, 2023 9:00 PM","Oct 10, 2023 10:00 PM","55,276.75"
"Oct 10, 2023 10:00 PM","Oct 10, 2023 11:00 PM","51,665.75"
"Oct 10, 2023 11:00 PM","Oct 11, 2023 12:00 AM","47,553.75"
"Oct 11, 2023 12:00 AM","Oct 11, 2023 1:00 AM","43,862.75"
"Oct 11, 2023 1:00 AM","Oct 11, 2023 2:00 AM","42,416.00"
"Oct 11, 2023 2:00 AM","Oct 11, 2023 3:00 AM","41,964.00"
"Oct 11, 2023 3:00 AM","Oct 11, 2023 4:00 AM","41,987.00"
"Oct 11, 2023 4:00 AM","Oct 11, 2023 5:00 AM","43,337.25"
"Oct 11, 2023 5:00 AM","Oct 11, 2023 6:00 AM","47,186.50"
"Oct 11, 2023 6:00 AM","Oct 11, 2023 7:00 AM","54,577.75"
"Oct 11, 2023 7:00 AM","Oct 11, 2023 8:00 AM","59,525.75"
"Oct 11, 2023 8:00 AM","Oct 11, 2023 9:00 AM","62,087.75"
"Oct 11, 2023 9:00 AM","Oct 11, 2023 10:00 AM","62,644.75"
"Oct 11, 2023 10:00 AM","Oct 11, 2023 11:00 AM","63,164.75"
"Oct 11, 2023 11:00 AM","Oct 11, 2023 12:00 PM","62,893.00"
"Oct 11, 2023 12:00 PM","Oct 11, 2023 1:00 PM","62,560.75"
"Oct 11, 2023 1:00 PM","Oct 11, 2023 2:00 PM","61,158.00"
"Oct 11, 2023 2:00 PM","Oct 11, 2023 3:00 PM","60,163.00"
"Oct 11, 2023 3:00 PM","Oct 11, 2023 4:00 PM","59,459.25"
"Oct 11, 2023 4:00 PM","Oct 11, 2023 5:00 PM","59,309.00"
"Oct 11, 2023 5:00 PM","Oct 11, 2023 6:00 PM","59,778.25"
"Oct 11, 2023 6:00 PM","Oct 11, 2023 7:00 PM","61,405.25"
"Oct 11, 2023 7:00 PM","Oct 11, 2023 8:00 PM","63,398.00"
"Oct 11, 2023 8:00 PM","Oct 11, 2023 9:00 PM","59,404.00"
"Oct 11, 2023 9:00 PM","Oct 11, 2023 10:00 PM","55,195.50"
"Oct 11, 2023 10:00 PM","Oct 11, 2023 11:00 PM","51,180.25"
"Oct 11, 2023 11:00 PM","Oct 12, 2023 12:00 AM","47,779.50"
"Oct 12, 2023 12:00 AM","Oct 12, 2023 1:00 AM","46,196.75"
"Oct 12, 2023 1:00 AM","Oct 12, 2023 2:00 AM","44,884.25"
"Oct 12, 2023 2:00 AM","Oct 12, 2023 3:00 AM","43,359.50"
"Oct 12, 2023 3:00 AM","Oct 12, 2023 4:00 AM","42,787.75"
"Oct 12, 2023 4:00 AM","Oct 12, 2023 5:00 AM","43,370.50"
"Oct 12, 2023 5:00 AM","Oct 12, 2023 6:00 AM","47,752.25"
"Oct 12, 2023 6:00 AM","Oct 12, 2023 7:00 AM","56,429.50"
"Oct 12, 2023 7:00 AM","Oct 12, 2023 8:00 AM","61,679.25"
"Oct 12, 2023 8:00 AM","Oct 12, 2023 9:00 AM","63,542.50"
"Oct 12, 2023 9:00 AM","Oct 12, 2023 10:00 AM","64,337.25"
"Oct 12, 2023 10:00 AM","Oct 12, 2023 11:00 AM","65,299.00"
"Oct 12, 2023 11:00 AM","Oct 12, 2023 12:00 PM","66,043.75"
"Oct 12, 2023 12:00 PM","Oct 12, 2023 1:00 PM","65,287.00"
"Oct 12, 2023 1:00 PM","Oct 12, 2023 2:00 PM","64,321.75"
"Oct 12, 2023 2:00 PM","Oct 12, 2023 3:00 PM","62,889.25"
"Oct 12, 2023 3:00 PM","Oct 12, 2023 4:00 PM","62,126.50"
"Oct 12, 2023 4:00 PM","Oct 12, 2023 5:00 PM","60,838.75"
"Oct 12, 2023 5:00 PM","Oct 12, 2023 6:00 PM","60,543.00"
"Oct 12, 2023 6:00 PM","Oct 12, 2023 7:00 PM","61,315.00"
"Oct 12, 2023 7:00 PM","Oct 12, 2023 8:00 PM","61,522.00"
"Oct 12, 2023 8:00 PM","Oct 12, 2023 9:00 PM","57,837.00"
"Oct 12, 2023 9:00 PM","Oct 12, 2023 10:00 PM","54,360.00"
"Oct 12, 2023 10:00 PM","Oct 12, 2023 11:00 PM","50,162.00"
"Oct 12, 2023 11:00 PM","Oct 13, 2023 12:00 AM","46,222.00"
"Oct 13, 2023 12:00 AM","Oct 13, 2023 1:00 AM","43,856.75"
"Oct 13, 2023 1:00 AM","Oct 13, 2023 2:00 AM","42,063.25"
"Oct 13, 2023 2:00 AM","Oct 13, 2023 3:00 AM","40,682.75"
"Oct 13, 2023 3:00 AM","Oct 13, 2023 4:00 AM","41,629.25"
"Oct 13, 2023 4:00 AM","Oct 13, 2023 5:00 AM","42,389.00"
"Oct 13, 2023 5:00 AM","Oct 13, 2023 6:00 AM","46,294.25"
"Oct 13, 2023 6:00 AM","Oct 13, 2023 7:00 AM","54,337.00"
"Oct 13, 2023 7:00 AM","Oct 13, 2023 8:00 AM","60,208.75"
"Oct 13, 2023 8:00 AM","Oct 13, 2023 9:00 AM","62,836.75"
"Oct 13, 2023 9:00 AM","Oct 13, 2023 10:00 AM","63,812.25"
"Oct 13, 2023 10:00 AM","Oct 13, 2023 11:00 AM","63,996.50"
"Oct 13, 2023 11:00 AM","Oct 13, 2023 12:00 PM","64,019.75"
"Oct 13, 2023 12:00 PM","Oct 13, 2023 1:00 PM","63,279.50"
"Oct 13, 2023 1:00 PM","Oct 13, 2023 2:00 PM","61,155.75"
"Oct 13, 2023 2:00 PM","Oct 13, 2023 3:00 PM","58,829.75"
"Oct 13, 2023 3:00 PM","Oct 13, 2023 4:00 PM","58,525.75"
"Oct 13, 2023 4:00 PM","Oct 13, 2023 5:00 PM","58,790.25"
"Oct 13, 2023 5:00 PM","Oct 13, 2023 6:00 PM","59,209.50"
"Oct 13, 2023 6:00 PM","Oct 13, 2023 7:00 PM","60,287.75"
"Oct 13, 2023 7:00 PM","Oct 13, 2023 8:00 PM","60,291.25"
"Oct 13, 2023 8:00 PM","Oct 13, 2023 9:00 PM","56,114.00"
"Oct 13, 2023 9:00 PM","Oct 13, 2023 10:00 PM","51,984.00"
"Oct 13, 2023 10:00 PM","Oct 13, 2023 11:00 PM","49,008.00"
"Oct 13, 2023 11:00 PM","Oct 14, 2023 12:00 AM","45,834.50"
"Oct 14, 2023 12:00 AM","Oct 14, 2023 1:00 AM","43,528.00"
"Oct 14, 2023 1:00 AM","Oct 14, 2023 2:00 AM","41,106.25"
"Oct 14, 2023 2:00 AM","Oct 14, 2023 3:00 AM","41,101.75"
"Oct 14, 2023 3:00 AM","Oct 14, 2023 4:00 AM","40,803.50"
"Oct 14, 2023 4:00 AM","Oct 14, 2023 5:00 AM","39,663.50"
"Oct 14, 2023 5:00 AM","Oct 14, 2023 6:00 AM","40,286.50"
"Oct 14, 2023 6:00 AM","Oct 14, 2023 7:00 AM","42,257.00"
"Oct 14, 2023 7:00 AM","Oct 14, 2023 8:00 AM","44,416.25"
"Oct 14, 2023 8:00 AM","Oct 14, 2023 9:00 AM","48,246.00"
"Oct 14, 2023 9:00 AM","Oct 14, 2023 10:00 AM","50,868.75"
"Oct 14, 2023 10:00 AM","Oct 14, 2023 11:00 AM","52,190.75"
"Oct 14, 2023 11:00 AM","Oct 14, 2023 12:00 PM","53,373.25"
"Oct 14, 2023 12:00 PM","Oct 14, 2023 1:00 PM","53,119.00"
"Oct 14, 2023 1:00 PM","Oct 14, 2023 2:00 PM","51,111.00"
"Oct 14, 2023 2:00 PM","Oct 14, 2023 3:00 PM","49,889.50"
"Oct 14, 2023 3:00 PM","Oct 14, 2023 4:00 PM","48,772.00"
"Oct 14, 2023 4:00 PM","Oct 14, 2023 5:00 PM","48,148.50"
"Oct 14, 2023 5:00 PM","Oct 14, 2023 6:00 PM","49,920.50"
