Start date,End date,Total-generation
"Mar 9, 2025 6:00 AM","Mar 9, 2025 7:00 AM","36,439.25"
"Mar 9, 2025 7:00 AM","Mar 9, 2025 8:00 AM","37,815.75"
"Mar 9, 2025 8:00 AM","Mar 9, 2025 9:00 AM","42,302.25"
"Mar 9, 2025 9:00 AM","Mar 9, 2025 10:00 AM","48,459.50"
"Mar 9, 2025 10:00 AM","Mar 9, 2025 11:00 AM","53,538.50"
"Mar 9, 2025 11:00 AM","Mar 9, 2025 12:00 PM","56,845.00"
"Mar 9, 2025 12:00 PM","Mar 9, 2025 1:00 PM","57,074.25"
"Mar 9, 2025 1:00 PM","Mar 9, 2025 2:00 PM","54,899.00"
"Mar 9, 2025 2:00 PM","Mar 9, 2025 3:00 PM","51,653.75"
"Mar 9, 2025 3:00 PM","Mar 9, 2025 4:00 PM","44,689.25"
"Mar 9, 2025 4:00 PM","Mar 9, 2025 5:00 PM","39,834.75"
"Mar 9, 2025 5:00 PM","Mar 9, 2025 6:00 PM","37,556.25"
"Mar 9, 2025 6:00 PM","Mar 9, 2025 7:00 PM","40,984.50"
"Mar 9, 2025 7:00 PM","Mar 9, 2025 8:00 PM","41,519.25"
"Mar 9, 2025 8:00 PM","Mar 9, 2025 9:00 PM","40,976.25"
"Mar 9, 2025 9:00 PM","Mar 9, 2025 10:00 PM","37,896.00"
"Mar 9, 2025 10:00 PM","Mar 9, 2025 11:00 PM","37,062.00"
"Mar 9, 2025 11:00 PM","Mar 10, 2025 12:00 AM","35,267.25"
"Mar 10, 2025 12:00 AM","Mar 10, 2025 1:00 AM","33,301.00"
