Start Date/Time,Temperature,Relative Humidity,Precipitation,Rain,Snowfall,Weather Code,Wind Speed,Grid Load,Total Generation,Year,Month,Day,Hour,Day of Week
08/03/2025 06:00,3,76,0,0,0,0,20.6,"44,601.75","33,840.25",2025,3,8,6,Saturday
08/03/2025 07:00,4.2,75,0,0,0,0,20.8,"47,218.50","37,532.75",2025,3,8,7,Saturday
08/03/2025 08:00,6.7,73,0,0,0,0,20.7,"50,376.75","44,904.00",2025,3,8,8,Saturday
08/03/2025 09:00,9.4,67,0,0,0,0,21.3,"52,799.50","49,746.25",2025,3,8,9,Saturday
08/03/2025 10:00,11.9,60,0,0,0,0,11.7,"52,518.25","53,677.50",2025,3,8,10,Saturday
08/03/2025 11:00,13.8,55,0,0,0,0,12.4,"51,174.75","57,025.00",2025,3,8,11,Saturday
08/03/2025 12:00,14.9,49,0,0,0,0,13.6,"50,314.25","57,550.50",2025,3,8,12,Saturday
08/03/2025 13:00,15.9,43,0,0,0,0,14.7,"48,107.75","55,799.75",2025,3,8,13,Saturday
08/03/2025 14:00,15.9,41,0,0,0,0,15.9,"45,344.75","52,562.00",2025,3,8,14,Saturday
08/03/2025 15:00,15.2,45,0,0,0,0,17.5,"45,136.25","46,433.00",2025,3,8,15,Saturday
08/03/2025 16:00,13.5,50,0,0,0,0,21.3,"46,329.00","43,327.25",2025,3,8,16,Saturday
08/03/2025 17:00,11.2,56,0,0,0,0,25,"49,846.00","43,144.50",2025,3,8,17,Saturday
08/03/2025 18:00,10,59,0,0,0,0,28,"53,029.00","46,930.50",2025,3,8,18,Saturday
08/03/2025 19:00,9.3,59,0,0,0,1,29.7,"53,065.75","49,192.50",2025,3,8,19,Saturday
08/03/2025 20:00,8.6,60,0,0,0,1,29.5,"50,545.50","50,369.50",2025,3,8,20,Saturday
08/03/2025 21:00,7.8,63,0,0,0,3,27.8,"48,209.75","49,140.50",2025,3,8,21,Saturday
08/03/2025 22:00,6.9,68,0,0,0,3,24.9,"46,382.75","46,293.50",2025,3,8,22,Saturday
08/03/2025 23:00,6.1,73,0,0,0,3,22.7,"43,979.00","43,403.25",2025,3,8,23,Saturday
09/03/2025 00:00,5.4,78,0,0,0,1,20,"41,234.50","39,656.50",2025,3,9,0,Sunday
09/03/2025 01:00,6,72,0,0,0,0,22,"39,678.25","37,353.00",2025,3,9,1,Sunday
09/03/2025 02:00,5.4,74,0,0,0,0,21.5,"39,061.00","36,327.00",2025,3,9,2,Sunday
09/03/2025 03:00,4.8,76,0,0,0,0,21.3,"38,807.75","35,704.75",2025,3,9,3,Sunday
09/03/2025 04:00,4.3,78,0,0,0,0,21.3,"39,058.75","35,856.50",2025,3,9,4,Sunday
09/03/2025 05:00,3.8,80,0,0,0,0,21,"39,247.25","36,534.00",2025,3,9,5,Sunday
09/03/2025 06:00,3.5,82,0,0,0,0,20.6,"39,939.00","36,439.25",2025,3,9,6,Sunday
09/03/2025 07:00,4.5,81,0,0,0,0,18.5,"42,242.25","37,815.75",2025,3,9,7,Sunday
09/03/2025 08:00,6.3,76,0,0,0,0,15.3,"45,691.75","42,302.25",2025,3,9,8,Sunday
09/03/2025 09:00,8.3,72,0,0,0,0,10.4,"48,050.75","48,459.50",2025,3,9,9,Sunday
09/03/2025 10:00,10.1,67,0,0,0,1,8,"48,823.00","53,538.50",2025,3,9,10,Sunday
09/03/2025 11:00,11.5,64,0,0,0,0,6.7,"48,137.50","56,845.00",2025,3,9,11,Sunday
09/03/2025 12:00,12.7,62,0,0,0,0,5.4,"47,368.25","57,074.25",2025,3,9,12,Sunday
09/03/2025 13:00,14.3,55,0,0,0,0,6.4,"45,155.50","54,899.00",2025,3,9,13,Sunday
09/03/2025 14:00,14.7,55,0,0,0,0,6.7,"42,872.75","51,653.75",2025,3,9,14,Sunday
09/03/2025 15:00,14.7,56,0,0,0,0,6.1,"42,609.75","44,689.25",2025,3,9,15,Sunday
09/03/2025 16:00,13.6,69,0,0,0,0,6.1,"43,895.25","39,834.75",2025,3,9,16,Sunday
09/03/2025 17:00,11.2,70,0,0,0,0,7.2,"48,370.50","37,556.25",2025,3,9,17,Sunday
09/03/2025 18:00,9.9,73,0,0,0,0,7.1,"52,013.00","40,984.50",2025,3,9,18,Sunday
09/03/2025 19:00,8.5,78,0,0,0,0,5.6,"51,954.25","41,519.25",2025,3,9,19,Sunday
09/03/2025 20:00,7.4,81,0,0,0,0,4.3,"49,848.25","40,976.25",2025,3,9,20,Sunday
09/03/2025 21:00,6.3,83,0,0,0,0,3,"48,200.50","37,896.00",2025,3,9,21,Sunday
09/03/2025 22:00,5.5,84,0,0,0,0,4.4,"47,744.50","37,062.00",2025,3,9,22,Sunday
09/03/2025 23:00,4.4,87,0,0,0,0,5.4,"45,133.50","35,267.25",2025,3,9,23,Sunday
10/03/2025 00:00,3.7,89,0,0,0,0,7.1,"43,261.50","33,301.00",2025,3,10,0,Monday
10/03/2025 01:00,3.4,86,0,0,0,0,11.8,"43,261.50","33,301.00",2025,3,10,1,Monday
10/03/2025 02:00,2.7,87,0,0,0,1,10.1,"43,261.50","33,301.00",2025,3,10,2,Monday
10/03/2025 03:00,2,89,0,0,0,0,10.3,"43,261.50","33,301.00",2025,3,10,3,Monday
10/03/2025 04:00,1.6,91,0,0,0,3,11.8,"43,261.50","33,301.00",2025,3,10,4,Monday
10/03/2025 05:00,1.4,91,0,0,0,1,11.7,"43,261.50","33,301.00",2025,3,10,5,Monday
10/03/2025 06:00,1.2,92,0,0,0,2,11,"43,261.50","33,301.00",2025,3,10,6,Monday
10/03/2025 07:00,3.2,90,0,0,0,2,11.6,"43,261.50","33,301.00",2025,3,10,7,Monday
10/03/2025 08:00,6.3,84,0,0,0,0,12.2,"43,261.50","33,301.00",2025,3,10,8,Monday
10/03/2025 09:00,9.2,78,0,0,0,0,11.1,"43,261.50","33,301.00",2025,3,10,9,Monday
10/03/2025 10:00,11.6,71,0,0,0,1,6.9,"43,261.50","33,301.00",2025,3,10,10,Monday
10/03/2025 11:00,13.2,64,0,0,0,2,8.6,"43,261.50","33,301.00",2025,3,10,11,Monday
10/03/2025 12:00,14.2,58,0,0,0,0,9.6,"43,261.50","33,301.00",2025,3,10,12,Monday
10/03/2025 13:00,14.9,51,0,0,0,0,10.2,"43,261.50","33,301.00",2025,3,10,13,Monday
10/03/2025 14:00,14.8,48,0,0,0,0,12.7,"43,261.50","33,301.00",2025,3,10,14,Monday
10/03/2025 15:00,14.2,51,0,0,0,0,13.8,"43,261.50","33,301.00",2025,3,10,15,Monday
10/03/2025 16:00,12.7,62,0,0,0,0,15.3,"43,261.50","33,301.00",2025,3,10,16,Monday
10/03/2025 17:00,10.5,71,0,0,0,0,17.7,"43,261.50","33,301.00",2025,3,10,17,Monday
10/03/2025 18:00,9.3,77,0,0,0,0,19.8,"43,261.50","33,301.00",2025,3,10,18,Monday
10/03/2025 19:00,8.2,81,0,0,0,0,20.1,"43,261.50","33,301.00",2025,3,10,19,Monday
10/03/2025 20:00,7,86,0,0,0,0,18.2,"43,261.50","33,301.00",2025,3,10,20,Monday
10/03/2025 21:00,5.9,90,0,0,0,0,18.8,"43,261.50","33,301.00",2025,3,10,21,Monday
10/03/2025 22:00,4.8,93,0,0,0,0,17.4,"43,261.50","33,301.00",2025,3,10,22,Monday
10/03/2025 23:00,3.9,94,0,0,0,0,15,"43,261.50","33,301.00",2025,3,10,23,Monday
