Start date,End date,grid load [MWh],,,
"Jan 23, 2025 4:00 AM","Jan 23, 2025 5:00 AM","48,210.50",,,
"Jan 23, 2025 5:00 AM","Jan 23, 2025 6:00 AM","51,540.25",,,
"Jan 23, 2025 6:00 AM","Jan 23, 2025 7:00 AM","58,863.00",,,
"Jan 23, 2025 7:00 AM","Jan 23, 2025 8:00 AM","64,623.00",,,
"Jan 23, 2025 8:00 AM","Jan 23, 2025 9:00 AM","67,464.00",,,
"Jan 23, 2025 9:00 AM","Jan 23, 2025 10:00 AM","69,090.00",,,
"Jan 23, 2025 10:00 AM","Jan 23, 2025 11:00 AM","70,403.00",,,
"Jan 23, 2025 11:00 AM","Jan 23, 2025 12:00 PM","71,020.50",,,
"Jan 23, 2025 12:00 PM","Jan 23, 2025 1:00 PM","71,442.25",,,
"Jan 23, 2025 1:00 PM","Jan 23, 2025 2:00 PM","70,909.25",,,
"Jan 23, 2025 2:00 PM","Jan 23, 2025 3:00 PM","69,625.50",,,
"Jan 23, 2025 3:00 PM","Jan 23, 2025 4:00 PM","68,495.50",,,
"Jan 23, 2025 4:00 PM","Jan 23, 2025 5:00 PM","67,885.00",,,
"Jan 23, 2025 5:00 PM","Jan 23, 2025 6:00 PM","69,966.50",,,
"Jan 23, 2025 6:00 PM","Jan 23, 2025 7:00 PM","69,620.75",,,
"Jan 23, 2025 7:00 PM","Jan 23, 2025 8:00 PM","67,322.50",,,
"Jan 23, 2025 8:00 PM","Jan 23, 2025 9:00 PM","64,201.00",,,
"Jan 23, 2025 9:00 PM","Jan 23, 2025 10:00 PM","60,999.25",,,
"Jan 23, 2025 10:00 PM","Jan 23, 2025 11:00 PM","58,693.75",,,
"Jan 23, 2025 11:00 PM","Jan 24, 2025 12:00 AM","54,741.50",,,
"Jan 24, 2025 12:00 AM","Jan 24, 2025 1:00 AM","52,447.25",,,
"Jan 24, 2025 1:00 AM","Jan 24, 2025 2:00 AM","50,306.25",,,
"Jan 24, 2025 2:00 AM","Jan 24, 2025 3:00 AM","49,566.50",,,
"Jan 24, 2025 3:00 AM","Jan 24, 2025 4:00 AM","49,576.50",,,
"Jan 24, 2025 4:00 AM","Jan 24, 2025 5:00 AM","50,555.75",,,
"Jan 24, 2025 5:00 AM","Jan 24, 2025 6:00 AM","53,150.25",,,
"Jan 24, 2025 6:00 AM","Jan 24, 2025 7:00 AM","59,442.00",,,
"Jan 24, 2025 7:00 AM","Jan 24, 2025 8:00 AM","64,841.00",,,
"Jan 24, 2025 8:00 AM","Jan 24, 2025 9:00 AM","67,436.00",,,
"Jan 24, 2025 9:00 AM","Jan 24, 2025 10:00 AM","68,085.50",,,
"Jan 24, 2025 10:00 AM","Jan 24, 2025 11:00 AM","69,515.25",,,
"Jan 24, 2025 11:00 AM","Jan 24, 2025 12:00 PM","70,026.00",,,
"Jan 24, 2025 12:00 PM","Jan 24, 2025 1:00 PM","69,529.25",,,
"Jan 24, 2025 1:00 PM","Jan 24, 2025 2:00 PM","68,380.25",,,
"Jan 24, 2025 2:00 PM","Jan 24, 2025 3:00 PM","66,638.00",,,
"Jan 24, 2025 3:00 PM","Jan 24, 2025 4:00 PM","65,762.00",,,
"Jan 24, 2025 4:00 PM","Jan 24, 2025 5:00 PM","65,794.75",,,
"Jan 24, 2025 5:00 PM","Jan 24, 2025 6:00 PM","67,334.25",,,
"Jan 24, 2025 6:00 PM","Jan 24, 2025 7:00 PM","66,581.00",,,
"Jan 24, 2025 7:00 PM","Jan 24, 2025 8:00 PM","65,034.00",,,
"Jan 24, 2025 8:00 PM","Jan 24, 2025 9:00 PM","61,948.50",,,
"Jan 24, 2025 9:00 PM","Jan 24, 2025 10:00 PM","58,169.25",,,
"Jan 24, 2025 10:00 PM","Jan 24, 2025 11:00 PM","54,683.50",,,
"Jan 24, 2025 11:00 PM","Jan 25, 2025 12:00 AM","50,646.00",,,
"Jan 25, 2025 12:00 AM","Jan 25, 2025 1:00 AM","49,423.50",,,
"Jan 25, 2025 1:00 AM","Jan 25, 2025 2:00 AM","46,837.50",,,
"Jan 25, 2025 2:00 AM","Jan 25, 2025 3:00 AM","45,088.50",,,
"Jan 25, 2025 3:00 AM","Jan 25, 2025 4:00 AM","44,296.00",,,
"Jan 25, 2025 4:00 AM","Jan 25, 2025 5:00 AM","44,856.00",,,
"Jan 25, 2025 5:00 AM","Jan 25, 2025 6:00 AM","45,335.75",,,
"Jan 25, 2025 6:00 AM","Jan 25, 2025 7:00 AM","45,838.25",,,
"Jan 25, 2025 7:00 AM","Jan 25, 2025 8:00 AM","48,402.50",,,
"Jan 25, 2025 8:00 AM","Jan 25, 2025 9:00 AM","52,620.25",,,
"Jan 25, 2025 9:00 AM","Jan 25, 2025 10:00 AM","56,643.00",,,
"Jan 25, 2025 10:00 AM","Jan 25, 2025 11:00 AM","58,135.25",,,
"Jan 25, 2025 11:00 AM","Jan 25, 2025 12:00 PM","59,402.75",,,
"Jan 25, 2025 12:00 PM","Jan 25, 2025 1:00 PM","59,464.00",,,
"Jan 25, 2025 1:00 PM","Jan 25, 2025 2:00 PM","57,789.00",,,
"Jan 25, 2025 2:00 PM","Jan 25, 2025 3:00 PM","56,705.00",,,
"Jan 25, 2025 3:00 PM","Jan 25, 2025 4:00 PM","54,841.25",,,
"Jan 25, 2025 4:00 PM","Jan 25, 2025 5:00 PM","55,258.75",,,
"Jan 25, 2025 5:00 PM","Jan 25, 2025 6:00 PM","58,614.50",,,
"Jan 25, 2025 6:00 PM","Jan 25, 2025 7:00 PM","59,349.75",,,
"Jan 25, 2025 7:00 PM","Jan 25, 2025 8:00 PM","56,773.50",,,
"Jan 25, 2025 8:00 PM","Jan 25, 2025 9:00 PM","53,502.25",,,
"Jan 25, 2025 9:00 PM","Jan 25, 2025 10:00 PM","51,404.75",,,
"Jan 25, 2025 10:00 PM","Jan 25, 2025 11:00 PM","49,838.75",,,
"Jan 25, 2025 11:00 PM","Jan 26, 2025 12:00 AM","46,334.25",,,
"Jan 26, 2025 12:00 AM","Jan 26, 2025 1:00 AM","42,780.50",,,
"Jan 26, 2025 1:00 AM","Jan 26, 2025 2:00 AM","40,850.50",,,
"Jan 26, 2025 2:00 AM","Jan 26, 2025 3:00 AM","40,263.75",,,
"Jan 26, 2025 3:00 AM","Jan 26, 2025 4:00 AM","40,142.50",,,
"Jan 26, 2025 4:00 AM","Jan 26, 2025 5:00 AM","40,253.25",,,
"Jan 26, 2025 5:00 AM","Jan 26, 2025 6:00 AM","40,125.75",,,
"Jan 26, 2025 6:00 AM","Jan 26, 2025 7:00 AM","40,727.00",,,
"Jan 26, 2025 7:00 AM","Jan 26, 2025 8:00 AM","42,526.75",,,
"Jan 26, 2025 8:00 AM","Jan 26, 2025 9:00 AM","46,892.00",,,
"Jan 26, 2025 9:00 AM","Jan 26, 2025 10:00 AM","50,816.50",,,
"Jan 26, 2025 10:00 AM","Jan 26, 2025 11:00 AM","53,391.75",,,
"Jan 26, 2025 11:00 AM","Jan 26, 2025 12:00 PM","55,521.00",,,
"Jan 26, 2025 12:00 PM","Jan 26, 2025 1:00 PM","55,495.50",,,
"Jan 26, 2025 1:00 PM","Jan 26, 2025 2:00 PM","54,673.25",,,
"Jan 26, 2025 2:00 PM","Jan 26, 2025 3:00 PM","52,578.50",,,
"Jan 26, 2025 3:00 PM","Jan 26, 2025 4:00 PM","52,084.00",,,
"Jan 26, 2025 4:00 PM","Jan 26, 2025 5:00 PM","52,816.50",,,
"Jan 26, 2025 5:00 PM","Jan 26, 2025 6:00 PM","55,603.00",,,
"Jan 26, 2025 6:00 PM","Jan 26, 2025 7:00 PM","57,023.00",,,
"Jan 26, 2025 7:00 PM","Jan 26, 2025 8:00 PM","55,727.75",,,
"Jan 26, 2025 8:00 PM","Jan 26, 2025 9:00 PM","53,705.25",,,
"Jan 26, 2025 9:00 PM","Jan 26, 2025 10:00 PM","52,523.75",,,
"Jan 26, 2025 10:00 PM","Jan 26, 2025 11:00 PM","52,344.25",,,
"Jan 26, 2025 11:00 PM","Jan 27, 2025 12:00 AM","49,816.50",,,
"Jan 27, 2025 12:00 AM","Jan 27, 2025 1:00 AM","47,980.50",,,
"Jan 27, 2025 1:00 AM","Jan 27, 2025 2:00 AM","46,344.50",,,
"Jan 27, 2025 2:00 AM","Jan 27, 2025 3:00 AM","45,525.00",,,
"Jan 27, 2025 3:00 AM","Jan 27, 2025 4:00 AM","46,471.75",,,
"Jan 27, 2025 4:00 AM","Jan 27, 2025 5:00 AM","48,175.25",,,
"Jan 27, 2025 5:00 AM","Jan 27, 2025 6:00 AM","52,359.00",,,
"Jan 27, 2025 6:00 AM","Jan 27, 2025 7:00 AM","60,583.25",,,
"Jan 27, 2025 7:00 AM","Jan 27, 2025 8:00 AM","67,157.75",,,
"Jan 27, 2025 8:00 AM","Jan 27, 2025 9:00 AM","69,843.50",,,
"Jan 27, 2025 9:00 AM","Jan 27, 2025 10:00 AM","70,244.00",,,
"Jan 27, 2025 10:00 AM","Jan 27, 2025 11:00 AM","71,386.25",,,
"Jan 27, 2025 11:00 AM","Jan 27, 2025 12:00 PM","71,545.50",,,
"Jan 27, 2025 12:00 PM","Jan 27, 2025 1:00 PM","69,714.25",,,
"Jan 27, 2025 1:00 PM","Jan 27, 2025 2:00 PM","68,434.25",,,
"Jan 27, 2025 2:00 PM","Jan 27, 2025 3:00 PM","67,571.00",,,
"Jan 27, 2025 3:00 PM","Jan 27, 2025 4:00 PM","66,418.00",,,
"Jan 27, 2025 4:00 PM","Jan 27, 2025 5:00 PM","65,344.25",,,
"Jan 27, 2025 5:00 PM","Jan 27, 2025 6:00 PM","67,027.50",,,
"Jan 27, 2025 6:00 PM","Jan 27, 2025 7:00 PM","67,537.75",,,
"Jan 27, 2025 7:00 PM","Jan 27, 2025 8:00 PM","65,845.25",,,
"Jan 27, 2025 8:00 PM","Jan 27, 2025 9:00 PM","63,222.75",,,
"Jan 27, 2025 9:00 PM","Jan 27, 2025 10:00 PM","59,249.75",,,
"Jan 27, 2025 10:00 PM","Jan 27, 2025 11:00 PM","57,143.25",,,
"Jan 27, 2025 11:00 PM","Jan 28, 2025 12:00 AM","54,319.00",,,
"Jan 28, 2025 12:00 AM","Jan 28, 2025 1:00 AM","50,591.00",,,
"Jan 28, 2025 1:00 AM","Jan 28, 2025 2:00 AM","49,063.50",,,
"Jan 28, 2025 2:00 AM","Jan 28, 2025 3:00 AM","48,686.50",,,
"Jan 28, 2025 3:00 AM","Jan 28, 2025 4:00 AM","48,544.75",,,
"Jan 28, 2025 4:00 AM","Jan 28, 2025 5:00 AM","49,769.25",,,
"Jan 28, 2025 5:00 AM","Jan 28, 2025 6:00 AM","53,098.75",,,
"Jan 28, 2025 6:00 AM","Jan 28, 2025 7:00 AM","60,050.50",,,
"Jan 28, 2025 7:00 AM","Jan 28, 2025 8:00 AM","66,500.00",,,
"Jan 28, 2025 8:00 AM","Jan 28, 2025 9:00 AM","68,325.75",,,
"Jan 28, 2025 9:00 AM","Jan 28, 2025 10:00 AM","69,069.75",,,
"Jan 28, 2025 10:00 AM","Jan 28, 2025 11:00 AM","68,221.25",,,
"Jan 28, 2025 11:00 AM","Jan 28, 2025 12:00 PM","67,767.50",,,
"Jan 28, 2025 12:00 PM","Jan 28, 2025 1:00 PM","67,746.50",,,
"Jan 28, 2025 1:00 PM","Jan 28, 2025 2:00 PM","67,454.50",,,
"Jan 28, 2025 2:00 PM","Jan 28, 2025 3:00 PM","66,430.50",,,
"Jan 28, 2025 3:00 PM","Jan 28, 2025 4:00 PM","65,833.50",,,
"Jan 28, 2025 4:00 PM","Jan 28, 2025 5:00 PM","65,667.75",,,
"Jan 28, 2025 5:00 PM","Jan 28, 2025 6:00 PM","68,203.00",,,
"Jan 28, 2025 6:00 PM","Jan 28, 2025 7:00 PM","68,123.25",,,
"Jan 28, 2025 7:00 PM","Jan 28, 2025 8:00 PM","66,691.50",,,
"Jan 28, 2025 8:00 PM","Jan 28, 2025 9:00 PM","63,046.25",,,
"Jan 28, 2025 9:00 PM","Jan 28, 2025 10:00 PM","59,055.25",,,
"Jan 28, 2025 10:00 PM","Jan 28, 2025 11:00 PM","56,162.50",,,
"Jan 28, 2025 11:00 PM","Jan 29, 2025 12:00 AM","52,967.25",,,
"Jan 29, 2025 12:00 AM","Jan 29, 2025 1:00 AM","49,873.00",,,
"Jan 29, 2025 1:00 AM","Jan 29, 2025 2:00 AM","48,359.00",,,
"Jan 29, 2025 2:00 AM","Jan 29, 2025 3:00 AM","47,644.50",,,
"Jan 29, 2025 3:00 AM","Jan 29, 2025 4:00 AM","47,935.00",,,
"Jan 29, 2025 4:00 AM","Jan 29, 2025 5:00 AM","49,167.75",,,
"Jan 29, 2025 5:00 AM","Jan 29, 2025 6:00 AM","52,323.50",,,
"Jan 29, 2025 6:00 AM","Jan 29, 2025 7:00 AM","58,800.00",,,
"Jan 29, 2025 7:00 AM","Jan 29, 2025 8:00 AM","64,234.00",,,
"Jan 29, 2025 8:00 AM","Jan 29, 2025 9:00 AM","67,049.25",,,
"Jan 29, 2025 9:00 AM","Jan 29, 2025 10:00 AM","68,429.75",,,
"Jan 29, 2025 10:00 AM","Jan 29, 2025 11:00 AM","69,337.50",,,
"Jan 29, 2025 11:00 AM","Jan 29, 2025 12:00 PM","70,323.75",,,
"Jan 29, 2025 12:00 PM","Jan 29, 2025 1:00 PM","69,852.00",,,
"Jan 29, 2025 1:00 PM","Jan 29, 2025 2:00 PM","69,020.00",,,
"Jan 29, 2025 2:00 PM","Jan 29, 2025 3:00 PM","67,717.75",,,
"Jan 29, 2025 3:00 PM","Jan 29, 2025 4:00 PM","66,950.50",,,
"Jan 29, 2025 4:00 PM","Jan 29, 2025 5:00 PM","65,714.25",,,
"Jan 29, 2025 5:00 PM","Jan 29, 2025 6:00 PM","67,725.50",,,
"Jan 29, 2025 6:00 PM","Jan 29, 2025 7:00 PM","68,133.50",,,
"Jan 29, 2025 7:00 PM","Jan 29, 2025 8:00 PM","66,976.25",,,
"Jan 29, 2025 8:00 PM","Jan 29, 2025 9:00 PM","63,608.25",,,
"Jan 29, 2025 9:00 PM","Jan 29, 2025 10:00 PM","60,327.50",,,
"Jan 29, 2025 10:00 PM","Jan 29, 2025 11:00 PM","57,125.25",,,
"Jan 29, 2025 11:00 PM","Jan 30, 2025 12:00 AM","53,493.25",,,
"Jan 30, 2025 12:00 AM","Jan 30, 2025 1:00 AM","50,300.75",,,
"Jan 30, 2025 1:00 AM","Jan 30, 2025 2:00 AM","48,819.25",,,
"Jan 30, 2025 2:00 AM","Jan 30, 2025 3:00 AM","48,072.75",,,
"Jan 30, 2025 3:00 AM","Jan 30, 2025 4:00 AM","48,616.50",,,
"Jan 30, 2025 4:00 AM","Jan 30, 2025 5:00 AM","49,447.75",,,
"Jan 30, 2025 5:00 AM","Jan 30, 2025 6:00 AM","52,578.25",,,
"Jan 30, 2025 6:00 AM","Jan 30, 2025 7:00 AM","59,594.25",,,
"Jan 30, 2025 7:00 AM","Jan 30, 2025 8:00 AM","65,585.50",,,
"Jan 30, 2025 8:00 AM","Jan 30, 2025 9:00 AM","68,193.00",,,
"Jan 30, 2025 9:00 AM","Jan 30, 2025 10:00 AM","68,979.25",,,
"Jan 30, 2025 10:00 AM","Jan 30, 2025 11:00 AM","69,280.25",,,
"Jan 30, 2025 11:00 AM","Jan 30, 2025 12:00 PM","69,762.00",,,
"Jan 30, 2025 12:00 PM","Jan 30, 2025 1:00 PM","69,667.25",,,
"Jan 30, 2025 1:00 PM","Jan 30, 2025 2:00 PM","68,128.50",,,
"Jan 30, 2025 2:00 PM","Jan 30, 2025 3:00 PM","66,151.25",,,
"Jan 30, 2025 3:00 PM","Jan 30, 2025 4:00 PM","64,845.75",,,
"Jan 30, 2025 4:00 PM","Jan 30, 2025 5:00 PM","64,648.00",,,
"Jan 30, 2025 5:00 PM","Jan 30, 2025 6:00 PM","66,768.00",,,
"Jan 30, 2025 6:00 PM","Jan 30, 2025 7:00 PM","67,401.75",,,
"Jan 30, 2025 7:00 PM","Jan 30, 2025 8:00 PM","65,966.00",,,
"Jan 30, 2025 8:00 PM","Jan 30, 2025 9:00 PM","62,978.75",,,
"Jan 30, 2025 9:00 PM","Jan 30, 2025 10:00 PM","59,472.00",,,
"Jan 30, 2025 10:00 PM","Jan 30, 2025 11:00 PM","56,153.50",,,
"Jan 30, 2025 11:00 PM","Jan 31, 2025 12:00 AM","52,346.25",,,
"Jan 31, 2025 12:00 AM","Jan 31, 2025 1:00 AM","49,691.00",,,
"Jan 31, 2025 1:00 AM","Jan 31, 2025 2:00 AM","47,778.25",,,
"Jan 31, 2025 2:00 AM","Jan 31, 2025 3:00 AM","47,622.75",,,
"Jan 31, 2025 3:00 AM","Jan 31, 2025 4:00 AM","48,123.50",,,
"Jan 31, 2025 4:00 AM","Jan 31, 2025 5:00 AM","49,256.25",,,
"Jan 31, 2025 5:00 AM","Jan 31, 2025 6:00 AM","52,547.50",,,
"Jan 31, 2025 6:00 AM","Jan 31, 2025 7:00 AM","59,580.25",,,
"Jan 31, 2025 7:00 AM","Jan 31, 2025 8:00 AM","65,336.75",,,
"Jan 31, 2025 8:00 AM","Jan 31, 2025 9:00 AM","67,587.00",,,
"Jan 31, 2025 9:00 AM","Jan 31, 2025 10:00 AM","68,559.50",,,
"Jan 31, 2025 10:00 AM","Jan 31, 2025 11:00 AM","69,031.75",,,
"Jan 31, 2025 11:00 AM","Jan 31, 2025 12:00 PM","68,515.00",,,
"Jan 31, 2025 12:00 PM","Jan 31, 2025 1:00 PM","67,147.00",,,
"Jan 31, 2025 1:00 PM","Jan 31, 2025 2:00 PM","65,638.75",,,
"Jan 31, 2025 2:00 PM","Jan 31, 2025 3:00 PM","63,432.50",,,
"Jan 31, 2025 3:00 PM","Jan 31, 2025 4:00 PM","63,144.50",,,
"Jan 31, 2025 4:00 PM","Jan 31, 2025 5:00 PM","62,729.75",,,
"Jan 31, 2025 5:00 PM","Jan 31, 2025 6:00 PM","65,193.75",,,
"Jan 31, 2025 6:00 PM","Jan 31, 2025 7:00 PM","65,803.75",,,
"Jan 31, 2025 7:00 PM","Jan 31, 2025 8:00 PM","63,958.00",,,
"Jan 31, 2025 8:00 PM","Jan 31, 2025 9:00 PM","60,994.00",,,
"Jan 31, 2025 9:00 PM","Jan 31, 2025 10:00 PM","58,250.50",,,
"Jan 31, 2025 10:00 PM","Jan 31, 2025 11:00 PM","55,073.25",,,
"Jan 31, 2025 11:00 PM","Feb 1, 2025 12:00 AM","51,958.50",,,
"Feb 1, 2025 12:00 AM","Feb 1, 2025 1:00 AM","48,975.50",,,
"Feb 1, 2025 1:00 AM","Feb 1, 2025 2:00 AM","47,076.25",,,
"Feb 1, 2025 2:00 AM","Feb 1, 2025 3:00 AM","46,054.25",,,
"Feb 1, 2025 3:00 AM","Feb 1, 2025 4:00 AM","45,043.25",,,
"Feb 1, 2025 4:00 AM","Feb 1, 2025 5:00 AM","45,119.00",,,
"Feb 1, 2025 5:00 AM","Feb 1, 2025 6:00 AM","45,339.50",,,
"Feb 1, 2025 6:00 AM","Feb 1, 2025 7:00 AM","45,987.00",,,
"Feb 1, 2025 7:00 AM","Feb 1, 2025 8:00 AM","48,581.00",,,
"Feb 1, 2025 8:00 AM","Feb 1, 2025 9:00 AM","52,162.00",,,
"Feb 1, 2025 9:00 AM","Feb 1, 2025 10:00 AM","55,678.50",,,
"Feb 1, 2025 10:00 AM","Feb 1, 2025 11:00 AM","57,304.25",,,
"Feb 1, 2025 11:00 AM","Feb 1, 2025 12:00 PM","57,705.00",,,
"Feb 1, 2025 12:00 PM","Feb 1, 2025 1:00 PM","56,708.50",,,
"Feb 1, 2025 1:00 PM","Feb 1, 2025 2:00 PM","55,046.25",,,
"Feb 1, 2025 2:00 PM","Feb 1, 2025 3:00 PM","53,469.00",,,
"Feb 1, 2025 3:00 PM","Feb 1, 2025 4:00 PM","52,900.00",,,
"Feb 1, 2025 4:00 PM","Feb 1, 2025 5:00 PM","53,834.75",,,
"Feb 1, 2025 5:00 PM","Feb 1, 2025 6:00 PM","56,657.25",,,
"Feb 1, 2025 6:00 PM","Feb 1, 2025 7:00 PM","58,234.75",,,
"Feb 1, 2025 7:00 PM","Feb 1, 2025 8:00 PM","56,828.75",,,
"Feb 1, 2025 8:00 PM","Feb 1, 2025 9:00 PM","53,898.50",,,
"Feb 1, 2025 9:00 PM","Feb 1, 2025 10:00 PM","52,511.75",,,
"Feb 1, 2025 10:00 PM","Feb 1, 2025 11:00 PM","50,703.50",,,
"Feb 1, 2025 11:00 PM","Feb 2, 2025 12:00 AM","48,348.25",,,
"Feb 2, 2025 12:00 AM","Feb 2, 2025 1:00 AM","45,899.25",,,
"Feb 2, 2025 1:00 AM","Feb 2, 2025 2:00 AM","43,994.75",,,
"Feb 2, 2025 2:00 AM","Feb 2, 2025 3:00 AM","42,749.75",,,
"Feb 2, 2025 3:00 AM","Feb 2, 2025 4:00 AM","42,943.25",,,
"Feb 2, 2025 4:00 AM","Feb 2, 2025 5:00 AM","43,028.00",,,
"Feb 2, 2025 5:00 AM","Feb 2, 2025 6:00 AM","43,133.75",,,
"Feb 2, 2025 6:00 AM","Feb 2, 2025 7:00 AM","43,269.00",,,
"Feb 2, 2025 7:00 AM","Feb 2, 2025 8:00 AM","44,713.50",,,
"Feb 2, 2025 8:00 AM","Feb 2, 2025 9:00 AM","48,325.00",,,
"Feb 2, 2025 9:00 AM","Feb 2, 2025 10:00 AM","51,660.75",,,
"Feb 2, 2025 10:00 AM","Feb 2, 2025 11:00 AM","53,827.75",,,
"Feb 2, 2025 11:00 AM","Feb 2, 2025 12:00 PM","55,060.50",,,
"Feb 2, 2025 12:00 PM","Feb 2, 2025 1:00 PM","54,167.75",,,
"Feb 2, 2025 1:00 PM","Feb 2, 2025 2:00 PM","51,936.75",,,
"Feb 2, 2025 2:00 PM","Feb 2, 2025 3:00 PM","49,912.50",,,
"Feb 2, 2025 3:00 PM","Feb 2, 2025 4:00 PM","49,998.25",,,
"Feb 2, 2025 4:00 PM","Feb 2, 2025 5:00 PM","51,504.00",,,
"Feb 2, 2025 5:00 PM","Feb 2, 2025 6:00 PM","55,414.75",,,
"Feb 2, 2025 6:00 PM","Feb 2, 2025 7:00 PM","58,004.00",,,
"Feb 2, 2025 7:00 PM","Feb 2, 2025 8:00 PM","56,696.50",,,
"Feb 2, 2025 8:00 PM","Feb 2, 2025 9:00 PM","54,482.75",,,
"Feb 2, 2025 9:00 PM","Feb 2, 2025 10:00 PM","53,108.25",,,
"Feb 2, 2025 10:00 PM","Feb 2, 2025 11:00 PM","52,564.00",,,
"Feb 2, 2025 11:00 PM","Feb 3, 2025 12:00 AM","50,220.25",,,
"Feb 3, 2025 12:00 AM","Feb 3, 2025 1:00 AM","48,673.00",,,
"Feb 3, 2025 1:00 AM","Feb 3, 2025 2:00 AM","46,691.25",,,
"Feb 3, 2025 2:00 AM","Feb 3, 2025 3:00 AM","46,173.00",,,
"Feb 3, 2025 3:00 AM","Feb 3, 2025 4:00 AM","46,700.00",,,
"Feb 3, 2025 4:00 AM","Feb 3, 2025 5:00 AM","48,348.00",,,
"Feb 3, 2025 5:00 AM","Feb 3, 2025 6:00 AM","52,402.75",,,
"Feb 3, 2025 6:00 AM","Feb 3, 2025 7:00 AM","60,183.75",,,
"Feb 3, 2025 7:00 AM","Feb 3, 2025 8:00 AM","66,645.50",,,
"Feb 3, 2025 8:00 AM","Feb 3, 2025 9:00 AM","69,851.00",,,
"Feb 3, 2025 9:00 AM","Feb 3, 2025 10:00 AM","70,845.50",,,
"Feb 3, 2025 10:00 AM","Feb 3, 2025 11:00 AM","71,302.50",,,
"Feb 3, 2025 11:00 AM","Feb 3, 2025 12:00 PM","71,209.00",,,
"Feb 3, 2025 12:00 PM","Feb 3, 2025 1:00 PM","70,419.00",,,
"Feb 3, 2025 1:00 PM","Feb 3, 2025 2:00 PM","69,230.75",,,
"Feb 3, 2025 2:00 PM","Feb 3, 2025 3:00 PM","67,075.75",,,
"Feb 3, 2025 3:00 PM","Feb 3, 2025 4:00 PM","66,277.75",,,
"Feb 3, 2025 4:00 PM","Feb 3, 2025 5:00 PM","65,887.25",,,
"Feb 3, 2025 5:00 PM","Feb 3, 2025 6:00 PM","68,642.25",,,
"Feb 3, 2025 6:00 PM","Feb 3, 2025 7:00 PM","69,413.50",,,
"Feb 3, 2025 7:00 PM","Feb 3, 2025 8:00 PM","67,861.25",,,
"Feb 3, 2025 8:00 PM","Feb 3, 2025 9:00 PM","64,899.25",,,
"Feb 3, 2025 9:00 PM","Feb 3, 2025 10:00 PM","62,036.00",,,
"Feb 3, 2025 10:00 PM","Feb 3, 2025 11:00 PM","59,421.00",,,
"Feb 3, 2025 11:00 PM","Feb 4, 2025 12:00 AM","55,976.00",,,
"Feb 4, 2025 12:00 AM","Feb 4, 2025 1:00 AM","53,401.25",,,
"Feb 4, 2025 1:00 AM","Feb 4, 2025 2:00 AM","51,357.25",,,
"Feb 4, 2025 2:00 AM","Feb 4, 2025 3:00 AM","50,720.75",,,
"Feb 4, 2025 3:00 AM","Feb 4, 2025 4:00 AM","50,581.25",,,
"Feb 4, 2025 4:00 AM","Feb 4, 2025 5:00 AM","51,710.00",,,
"Feb 4, 2025 5:00 AM","Feb 4, 2025 6:00 AM","55,030.25",,,
"Feb 4, 2025 6:00 AM","Feb 4, 2025 7:00 AM","62,935.00",,,
"Feb 4, 2025 7:00 AM","Feb 4, 2025 8:00 AM","68,683.00",,,
"Feb 4, 2025 8:00 AM","Feb 4, 2025 9:00 AM","71,611.50",,,
"Feb 4, 2025 9:00 AM","Feb 4, 2025 10:00 AM","72,749.50",,,
"Feb 4, 2025 10:00 AM","Feb 4, 2025 11:00 AM","74,040.75",,,
"Feb 4, 2025 11:00 AM","Feb 4, 2025 12:00 PM","73,625.75",,,
"Feb 4, 2025 12:00 PM","Feb 4, 2025 1:00 PM","72,172.50",,,
"Feb 4, 2025 1:00 PM","Feb 4, 2025 2:00 PM","69,990.25",,,
"Feb 4, 2025 2:00 PM","Feb 4, 2025 3:00 PM","68,447.25",,,
"Feb 4, 2025 3:00 PM","Feb 4, 2025 4:00 PM","68,259.75",,,
"Feb 4, 2025 4:00 PM","Feb 4, 2025 5:00 PM","68,003.00",,,
"Feb 4, 2025 5:00 PM","Feb 4, 2025 6:00 PM","70,267.25",,,
"Feb 4, 2025 6:00 PM","Feb 4, 2025 7:00 PM","71,439.00",,,
"Feb 4, 2025 7:00 PM","Feb 4, 2025 8:00 PM","70,261.00",,,
"Feb 4, 2025 8:00 PM","Feb 4, 2025 9:00 PM","67,236.75",,,
"Feb 4, 2025 9:00 PM","Feb 4, 2025 10:00 PM","63,048.25",,,
"Feb 4, 2025 10:00 PM","Feb 4, 2025 11:00 PM","60,161.25",,,
"Feb 4, 2025 11:00 PM","Feb 5, 2025 12:00 AM","56,734.00",,,
"Feb 5, 2025 12:00 AM","Feb 5, 2025 1:00 AM","53,809.25",,,
"Feb 5, 2025 1:00 AM","Feb 5, 2025 2:00 AM","52,216.50",,,
"Feb 5, 2025 2:00 AM","Feb 5, 2025 3:00 AM","51,567.00",,,
"Feb 5, 2025 3:00 AM","Feb 5, 2025 4:00 AM","51,653.75",,,
"Feb 5, 2025 4:00 AM","Feb 5, 2025 5:00 AM","52,746.50",,,
"Feb 5, 2025 5:00 AM","Feb 5, 2025 6:00 AM","55,863.25",,,
"Feb 5, 2025 6:00 AM","Feb 5, 2025 7:00 AM","63,450.00",,,
"Feb 5, 2025 7:00 AM","Feb 5, 2025 8:00 AM","69,407.75",,,
"Feb 5, 2025 8:00 AM","Feb 5, 2025 9:00 AM","71,721.75",,,
