start date/time,temperature_2m ,precipitation (mm),rain (mm),snowfall (cm),weather_code (wmo code),wind_speed_100m (km/h),relative_humidity_2m (%),day_price,grid_load,,,,Year,Month,Day,Hour,day of the week
01/01/2023 00:00,14.6,0,0,0,3,47.9,,-5.17,"38,346.00",,,,2023,1,1,0,Sunday
01/01/2023 01:00,15.3,0,0,0,3,50.6,,-1.07,"37,777.25",,,,2023,1,1,1,Sunday
01/01/2023 02:00,15.7,0,0,0,3,50.1,,-1.47,"36,939.75",,,,2023,1,1,2,Sunday
01/01/2023 03:00,15.8,0,0,0,3,50.8,,-5.08,"35,932.50",,,,2023,1,1,3,Sunday
01/01/2023 04:00,15.9,0,0,0,3,47.1,,-4.49,"35,486.25",,,,2023,1,1,4,Sunday
01/01/2023 05:00,15.8,0,0,0,3,46.3,,-5.4,"35,647.25",,,,2023,1,1,5,Sunday
01/01/2023 06:00,14.6,0,0,0,3,46.6,,-5.02,"35,231.75",,,,2023,1,1,6,Sunday
01/01/2023 07:00,14.5,0,0,0,3,47.6,,-1.3,"36,172.25",,,,2023,1,1,7,Sunday
01/01/2023 08:00,14.5,0,0,0,3,48.7,,-1.44,"36,829.25",,,,2023,1,1,8,Sunday
01/01/2023 09:00,14.6,0,0,0,3,48.2,,-1.09,"39,226.50",,,,2023,1,1,9,Sunday
01/01/2023 10:00,14.7,0,0,0,3,46.5,,-1.07,"41,005.50",,,,2023,1,1,10,Sunday
01/01/2023 11:00,14.9,0,0,0,3,43.6,,-1.07,"43,703.00",,,,2023,1,1,11,Sunday
01/01/2023 12:00,15.1,0,0,0,3,40.8,,-0.79,"44,205.75",,,,2023,1,1,12,Sunday
01/01/2023 13:00,15.4,0,0,0,3,36.9,,-0.27,"43,621.75",,,,2023,1,1,13,Sunday
01/01/2023 14:00,15.2,0,0,0,3,35.4,,0.85,"43,231.50",,,,2023,1,1,14,Sunday
01/01/2023 15:00,14.8,0,0,0,3,35.3,,23.53,"43,691.75",,,,2023,1,1,15,Sunday
01/01/2023 16:00,13.5,0,0,0,3,30.9,,36.54,"45,668.75",,,,2023,1,1,16,Sunday
01/01/2023 17:00,12.5,0,0,0,3,26.1,,46.03,"48,732.00",,,,2023,1,1,17,Sunday
01/01/2023 18:00,11,0,0,0,3,26.1,,55.57,"48,882.00",,,,2023,1,1,18,Sunday
01/01/2023 19:00,11.3,0,0,0,3,29.8,,54.95,"47,468.50",,,,2023,1,1,19,Sunday
01/01/2023 20:00,11.9,0,0,0,3,27.8,,49.23,"44,883.50",,,,2023,1,1,20,Sunday
01/01/2023 21:00,11.5,0,0,0,3,27.7,,44.99,"43,222.75",,,,2023,1,1,21,Sunday
01/01/2023 22:00,11.8,0,0,0,3,26.1,,45.96,"42,278.00",,,,2023,1,1,22,Sunday
01/01/2023 23:00,11.8,0,0,0,3,26.1,,35,"39,092.75",,,,2023,1,1,23,Sunday
02/01/2023 00:00,11.5,0.3,0.3,0,51,27.4,,57.91,"36,789.75",,,,2023,1,2,0,Monday
02/01/2023 01:00,10.9,0.1,0.1,0,51,13.4,,51.67,"35,423.75",,,,2023,1,2,1,Monday
02/01/2023 02:00,10.9,0,0,0,3,17.1,,52.93,"35,284.25",,,,2023,1,2,2,Monday
02/01/2023 03:00,11.4,0.2,0.2,0,51,27.2,,44.09,"36,058.50",,,,2023,1,2,3,Monday
02/01/2023 04:00,11.9,0,0,0,3,31,,50.08,"37,796.00",,,,2023,1,2,4,Monday
02/01/2023 05:00,12.3,0,0,0,3,35.6,,69.72,"40,899.00",,,,2023,1,2,5,Monday
02/01/2023 06:00,11.9,0.8,0.8,0,53,37.1,,105.08,"47,069.50",,,,2023,1,2,6,Monday
02/01/2023 07:00,12.1,0.7,0.7,0,53,34.1,,140.64,"52,317.25",,,,2023,1,2,7,Monday
02/01/2023 08:00,12.4,0.1,0.1,0,51,35.5,,145.98,"56,231.00",,,,2023,1,2,8,Monday
02/01/2023 09:00,11.8,0,0,0,3,34.2,,147.05,"57,444.75",,,,2023,1,2,9,Monday
02/01/2023 10:00,12.3,0,0,0,3,35.4,,145.61,"59,241.00",,,,2023,1,2,10,Monday
02/01/2023 11:00,13.1,0,0,0,3,36.9,,143.35,"60,654.50",,,,2023,1,2,11,Monday
02/01/2023 12:00,13.9,0,0,0,3,37.2,,144.38,"61,571.75",,,,2023,1,2,12,Monday
02/01/2023 13:00,14.3,0,0,0,3,35.9,,143.76,"60,448.00",,,,2023,1,2,13,Monday
02/01/2023 14:00,14.4,0,0,0,3,38.2,,148.2,"59,188.25",,,,2023,1,2,14,Monday
02/01/2023 15:00,14.3,0,0,0,3,36.9,,155.34,"59,014.00",,,,2023,1,2,15,Monday
02/01/2023 16:00,14,0,0,0,3,36.2,,162.89,"59,885.50",,,,2023,1,2,16,Monday
02/01/2023 17:00,13,0,0,0,3,36.6,,170,"61,094.00",,,,2023,1,2,17,Monday
02/01/2023 18:00,12.1,0,0,0,3,33.6,,174.74,"60,650.25",,,,2023,1,2,18,Monday
02/01/2023 19:00,11.4,0,0,0,3,32.1,,164.46,"59,584.00",,,,2023,1,2,19,Monday
02/01/2023 20:00,10.5,0.1,0.1,0,51,28.2,,153,"56,001.00",,,,2023,1,2,20,Monday
02/01/2023 21:00,9.6,0.2,0.2,0,51,26.7,,141.67,"53,154.25",,,,2023,1,2,21,Monday
02/01/2023 22:00,9.1,0.1,0.1,0,51,28.5,,134.91,"50,189.50",,,,2023,1,2,22,Monday
02/01/2023 23:00,8.7,0,0,0,3,30.9,,124.22,"47,103.50",,,,2023,1,2,23,Monday
03/01/2023 00:00,8.7,0,0,0,3,30.1,,130.01,"44,238.25",,,,2023,1,3,0,Tuesday
03/01/2023 01:00,7.9,0,0,0,0,31,,120,"42,383.50",,,,2023,1,3,1,Tuesday
03/01/2023 02:00,7.5,0,0,0,1,32.8,,118.76,"41,816.50",,,,2023,1,3,2,Tuesday
03/01/2023 03:00,7,0,0,0,2,30.7,,115,"41,849.75",,,,2023,1,3,3,Tuesday
03/01/2023 04:00,6.4,0,0,0,1,28.6,,113.63,"43,469.00",,,,2023,1,3,4,Tuesday
03/01/2023 05:00,5.7,0,0,0,2,27.4,,116.27,"45,864.50",,,,2023,1,3,5,Tuesday
03/01/2023 06:00,5.3,0,0,0,2,27.4,,138.92,"50,854.75",,,,2023,1,3,6,Tuesday
03/01/2023 07:00,5,0,0,0,2,27.2,,159.92,"55,893.00",,,,2023,1,3,7,Tuesday
03/01/2023 08:00,4.7,0,0,0,3,26.2,,169.17,"58,364.25",,,,2023,1,3,8,Tuesday
03/01/2023 09:00,4.8,0,0,0,1,25.7,,171.18,"59,363.25",,,,2023,1,3,9,Tuesday
03/01/2023 10:00,5,0,0,0,0,24.2,,168.57,"60,057.25",,,,2023,1,3,10,Tuesday
03/01/2023 11:00,5.4,0,0,0,1,25.3,,169.49,"60,964.75",,,,2023,1,3,11,Tuesday
03/01/2023 12:00,5.9,0,0,0,1,25.9,,164.5,"60,692.75",,,,2023,1,3,12,Tuesday
03/01/2023 13:00,6.7,0,0,0,1,25.6,,160.91,"59,218.00",,,,2023,1,3,13,Tuesday
03/01/2023 14:00,6.8,0,0,0,1,22.2,,163.06,"58,408.50",,,,2023,1,3,14,Tuesday
03/01/2023 15:00,6.3,0,0,0,0,15.7,,167.73,"58,068.25",,,,2023,1,3,15,Tuesday
03/01/2023 16:00,3.2,0,0,0,0,15,,166.61,"59,324.00",,,,2023,1,3,16,Tuesday
03/01/2023 17:00,1.8,0,0,0,0,13.6,,170.72,"61,914.50",,,,2023,1,3,17,Tuesday
03/01/2023 18:00,1.2,0,0,0,0,12.5,,168.93,"61,545.50",,,,2023,1,3,18,Tuesday
03/01/2023 19:00,1.4,0,0,0,2,16.6,,160.99,"59,743.25",,,,2023,1,3,19,Tuesday
03/01/2023 20:00,3.2,0,0,0,3,17.7,,149.62,"56,607.75",,,,2023,1,3,20,Tuesday
03/01/2023 21:00,3.9,0,0,0,3,22,,130.99,"53,669.00",,,,2023,1,3,21,Tuesday
03/01/2023 22:00,4,0,0,0,3,22.1,,114.27,"51,470.25",,,,2023,1,3,22,Tuesday
03/01/2023 23:00,3.9,0,0,0,1,24,,93.66,"48,352.00",,,,2023,1,3,23,Tuesday
04/01/2023 00:00,3.3,0,0,0,3,25,,80.89,"46,164.50",,,,2023,1,4,0,Wednesday
04/01/2023 01:00,3.4,0,0,0,3,27.9,,70.67,"44,741.75",,,,2023,1,4,1,Wednesday
04/01/2023 02:00,3.4,0,0,0,3,30.3,,40,"44,259.75",,,,2023,1,4,2,Wednesday
04/01/2023 03:00,3.5,0,0,0,3,31.3,,8.68,"45,149.75",,,,2023,1,4,3,Wednesday
04/01/2023 04:00,3.5,0,0,0,1,32.4,,0.85,"46,925.00",,,,2023,1,4,4,Wednesday
04/01/2023 05:00,3.6,0,0,0,3,33.5,,11.02,"49,768.50",,,,2023,1,4,5,Wednesday
04/01/2023 06:00,3.9,0,0,0,3,35.3,,61.02,"55,701.75",,,,2023,1,4,6,Wednesday
04/01/2023 07:00,4.4,0,0,0,3,37.2,,79.2,"60,084.50",,,,2023,1,4,7,Wednesday
04/01/2023 08:00,5.2,0,0,0,3,38.8,,84.2,"63,147.00",,,,2023,1,4,8,Wednesday
04/01/2023 09:00,5.8,0.9,0.9,0,53,40.8,,83.32,"64,182.00",,,,2023,1,4,9,Wednesday
04/01/2023 10:00,6.4,1.7,1.7,0,61,43.6,,70.07,"65,557.75",,,,2023,1,4,10,Wednesday
04/01/2023 11:00,6.9,1.6,1.6,0,61,45.1,,79.74,"66,892.00",,,,2023,1,4,11,Wednesday
04/01/2023 12:00,7.7,1,1,0,55,48.4,,80.89,"67,097.75",,,,2023,1,4,12,Wednesday
04/01/2023 13:00,7.8,1,1,0,55,47.6,,79.72,"65,934.50",,,,2023,1,4,13,Wednesday
04/01/2023 14:00,8.4,0.2,0.2,0,51,48.8,,80.22,"65,008.25",,,,2023,1,4,14,Wednesday
04/01/2023 15:00,8.5,0.6,0.6,0,53,47.5,,79.74,"64,415.25",,,,2023,1,4,15,Wednesday
04/01/2023 16:00,8.9,0.2,0.2,0,51,44.3,,80.82,"64,619.50",,,,2023,1,4,16,Wednesday
04/01/2023 17:00,9.1,0.5,0.5,0,53,47.1,,86.16,"66,606.50",,,,2023,1,4,17,Wednesday
04/01/2023 18:00,9.4,0.1,0.1,0,51,50.5,,72.28,"66,148.00",,,,2023,1,4,18,Wednesday
04/01/2023 19:00,9.8,0.1,0.1,0,51,50.3,,66.61,"64,006.50",,,,2023,1,4,19,Wednesday
04/01/2023 20:00,9.9,0.4,0.4,0,51,51.2,,43.2,"60,363.00",,,,2023,1,4,20,Wednesday
04/01/2023 21:00,10.3,0.2,0.2,0,51,47.6,,31.25,"57,242.25",,,,2023,1,4,21,Wednesday
04/01/2023 22:00,9.6,1.2,1.2,0,55,39.6,,34.96,"54,584.25",,,,2023,1,4,22,Wednesday
04/01/2023 23:00,9.6,0.6,0.6,0,53,45.9,,9.09,"51,435.50",,,,2023,1,4,23,Wednesday
05/01/2023 00:00,9.3,0.3,0.3,0,51,46.8,,0.05,"46,678.50",,,,2023,1,5,0,Thursday
05/01/2023 01:00,9.5,0.8,0.8,0,53,47.9,,0.07,"44,609.00",,,,2023,1,5,1,Thursday
05/01/2023 02:00,9,0,0,0,3,46.6,,0.07,"44,660.00",,,,2023,1,5,2,Thursday
05/01/2023 03:00,9,0,0,0,3,47.5,,0.12,"45,043.75",,,,2023,1,5,3,Thursday
05/01/2023 04:00,9.1,0,0,0,3,50,,2.23,"46,173.00",,,,2023,1,5,4,Thursday
05/01/2023 05:00,8.3,0.1,0.1,0,51,42.9,,10.07,"48,272.75",,,,2023,1,5,5,Thursday
05/01/2023 06:00,8.4,0.3,0.3,0,51,43.9,,61.04,"53,112.00",,,,2023,1,5,6,Thursday
05/01/2023 07:00,8,0.2,0.2,0,51,40.2,,87.19,"59,100.00",,,,2023,1,5,7,Thursday
05/01/2023 08:00,8,0.1,0.1,0,51,37.6,,95.84,"61,424.75",,,,2023,1,5,8,Thursday
05/01/2023 09:00,7.7,0,0,0,1,39.6,,125.55,"62,114.50",,,,2023,1,5,9,Thursday
05/01/2023 10:00,7.9,0,0,0,2,40,,131.92,"62,525.25",,,,2023,1,5,10,Thursday
05/01/2023 11:00,8.4,0,0,0,2,40.3,,143.07,"63,951.50",,,,2023,1,5,11,Thursday
05/01/2023 12:00,8.6,0.1,0.1,0,51,51.2,,140.91,"64,238.00",,,,2023,1,5,12,Thursday
05/01/2023 13:00,9,0,0,0,2,46.7,,142.58,"62,460.50",,,,2023,1,5,13,Thursday
05/01/2023 14:00,9.1,0,0,0,0,43.8,,151.03,"60,916.00",,,,2023,1,5,14,Thursday
05/01/2023 15:00,8.4,0,0,0,1,34.8,,159.48,"59,913.00",,,,2023,1,5,15,Thursday
05/01/2023 16:00,7.2,0,0,0,2,33.6,,172.73,"60,113.75",,,,2023,1,5,16,Thursday
05/01/2023 17:00,6.4,0,0,0,3,33.5,,194.7,"62,282.25",,,,2023,1,5,17,Thursday
05/01/2023 18:00,6.2,0,0,0,3,30.6,,194.67,"61,968.00",,,,2023,1,5,18,Thursday
05/01/2023 19:00,6.1,0,0,0,3,25.5,,177.98,"59,748.75",,,,2023,1,5,19,Thursday
05/01/2023 20:00,5.9,0,0,0,3,20.6,,163.99,"56,451.25",,,,2023,1,5,20,Thursday
05/01/2023 21:00,5.8,0,0,0,3,18.4,,152,"52,788.75",,,,2023,1,5,21,Thursday
05/01/2023 22:00,5.3,0,0,0,3,15,,144.64,"49,974.25",,,,2023,1,5,22,Thursday
05/01/2023 23:00,4.7,0,0,0,3,12.3,,127,"46,587.25",,,,2023,1,5,23,Thursday
06/01/2023 00:00,4.1,0,0,0,3,8.8,,107.21,"43,962.00",,,,2023,1,6,0,Friday
06/01/2023 01:00,4.4,0,0,0,3,8.6,,101.1,"42,095.50",,,,2023,1,6,1,Friday
06/01/2023 02:00,4,0,0,0,3,12.2,,96.73,"41,584.75",,,,2023,1,6,2,Friday
06/01/2023 03:00,4.3,0,0,0,3,17.4,,82.34,"42,296.75",,,,2023,1,6,3,Friday
06/01/2023 04:00,4.4,0,0,0,3,21.7,,81.93,"43,703.00",,,,2023,1,6,4,Friday
06/01/2023 05:00,4.6,0,0,0,3,24.2,,84.03,"45,916.50",,,,2023,1,6,5,Friday
06/01/2023 06:00,4.9,0,0,0,3,27.7,,97.25,"49,969.75",,,,2023,1,6,6,Friday
06/01/2023 07:00,5.2,0,0,0,3,31.7,,106.51,"53,778.25",,,,2023,1,6,7,Friday
06/01/2023 08:00,5.5,0,0,0,3,30.6,,120.7,"56,497.50",,,,2023,1,6,8,Friday
06/01/2023 09:00,6.3,0,0,0,3,27.9,,116.86,"58,189.00",,,,2023,1,6,9,Friday
06/01/2023 10:00,7.1,0,0,0,3,27.4,,112.85,"59,970.00",,,,2023,1,6,10,Friday
06/01/2023 11:00,8,0.2,0.2,0,51,26.2,,113.37,"61,298.00",,,,2023,1,6,11,Friday
06/01/2023 12:00,9.1,0,0,0,3,26.9,,115,"61,185.25",,,,2023,1,6,12,Friday
06/01/2023 13:00,9.6,0.1,0.1,0,51,28.3,,109.78,"59,553.75",,,,2023,1,6,13,Friday
06/01/2023 14:00,9.8,0.1,0.1,0,51,31.6,,119.71,"58,428.25",,,,2023,1,6,14,Friday
06/01/2023 15:00,10.1,0.1,0.1,0,51,35.1,,125.83,"57,361.50",,,,2023,1,6,15,Friday
06/01/2023 16:00,9.4,0,0,0,2,37.2,,139.57,"57,969.50",,,,2023,1,6,16,Friday
06/01/2023 17:00,8.7,0,0,0,3,33.9,,155.93,"59,909.50",,,,2023,1,6,17,Friday
06/01/2023 18:00,8.2,0,0,0,3,30.6,,163.5,"60,527.00",,,,2023,1,6,18,Friday
06/01/2023 19:00,7.6,0,0,0,3,26.3,,146.74,"58,109.00",,,,2023,1,6,19,Friday
06/01/2023 20:00,7.3,0,0,0,3,25.2,,139.38,"54,721.00",,,,2023,1,6,20,Friday
06/01/2023 21:00,6.4,0,0,0,3,22.9,,131.8,"52,406.50",,,,2023,1,6,21,Friday
06/01/2023 22:00,5.9,0,0,0,3,23.8,,129.94,"50,126.75",,,,2023,1,6,22,Friday
06/01/2023 23:00,5.7,0,0,0,3,24.1,,121.3,"46,624.25",,,,2023,1,6,23,Friday
07/01/2023 00:00,5.6,0,0,0,3,23.7,,97.15,"43,201.00",,,,2023,1,7,0,Saturday
07/01/2023 01:00,5.9,0,0,0,3,22.7,,98.43,"41,185.25",,,,2023,1,7,1,Saturday
07/01/2023 02:00,5.3,0,0,0,1,21.6,,96.05,"40,162.25",,,,2023,1,7,2,Saturday
07/01/2023 03:00,4.3,0,0,0,1,21.4,,87.97,"39,778.25",,,,2023,1,7,3,Saturday
07/01/2023 04:00,4.9,0,0,0,1,25,,82.99,"40,120.75",,,,2023,1,7,4,Saturday
07/01/2023 05:00,4.9,0,0,0,1,23.9,,83.59,"40,901.75",,,,2023,1,7,5,Saturday
07/01/2023 06:00,4.7,0,0,0,3,22.3,,90.76,"41,720.50",,,,2023,1,7,6,Saturday
07/01/2023 07:00,6.3,0,0,0,3,23.2,,103.21,"44,499.25",,,,2023,1,7,7,Saturday
07/01/2023 08:00,7.1,0,0,0,3,24.5,,111.86,"47,370.00",,,,2023,1,7,8,Saturday
07/01/2023 09:00,7.4,0,0,0,3,23.8,,112,"50,230.75",,,,2023,1,7,9,Saturday
07/01/2023 10:00,8,0,0,0,2,22.8,,100,"51,914.00",,,,2023,1,7,10,Saturday
07/01/2023 11:00,8.8,0,0,0,3,23.9,,88.32,"53,639.25",,,,2023,1,7,11,Saturday
07/01/2023 12:00,9.6,0,0,0,3,17.3,,87.9,"53,693.75",,,,2023,1,7,12,Saturday
07/01/2023 13:00,9.7,0,0,0,2,17,,94.05,"52,312.00",,,,2023,1,7,13,Saturday
07/01/2023 14:00,10.2,0,0,0,2,16.2,,88.98,"50,279.75",,,,2023,1,7,14,Saturday
07/01/2023 15:00,9.7,0,0,0,3,22,,85.56,"50,658.50",,,,2023,1,7,15,Saturday
07/01/2023 16:00,8.2,0,0,0,3,23.4,,94.1,"52,149.25",,,,2023,1,7,16,Saturday
07/01/2023 17:00,7.1,0,0,0,3,24.3,,96.81,"55,371.00",,,,2023,1,7,17,Saturday
07/01/2023 18:00,6.8,0,0,0,3,25.2,,99.52,"56,110.25",,,,2023,1,7,18,Saturday
07/01/2023 19:00,6.4,0,0,0,3,24.5,,94.58,"54,536.00",,,,2023,1,7,19,Saturday
07/01/2023 20:00,6,0,0,0,3,25.8,,87.86,"51,743.50",,,,2023,1,7,20,Saturday
07/01/2023 21:00,6.4,0,0,0,3,28.1,,61.47,"49,493.75",,,,2023,1,7,21,Saturday
07/01/2023 22:00,6.5,0,0,0,3,31,,50,"47,884.50",,,,2023,1,7,22,Saturday
07/01/2023 23:00,6.3,0,0,0,3,31.6,,38.25,"44,757.25",,,,2023,1,7,23,Saturday
08/01/2023 00:00,5.6,0,0,0,3,31.5,,10.93,"42,509.00",,,,2023,1,8,0,Sunday
08/01/2023 01:00,6,0,0,0,3,32.3,,9.07,"40,708.50",,,,2023,1,8,1,Sunday
08/01/2023 02:00,5.7,0,0,0,3,30.7,,9.1,"39,829.75",,,,2023,1,8,2,Sunday
08/01/2023 03:00,5.4,0,0,0,3,29.2,,4.16,"40,059.50",,,,2023,1,8,3,Sunday
08/01/2023 04:00,5,0,0,0,3,29.5,,5.58,"40,147.00",,,,2023,1,8,4,Sunday
08/01/2023 05:00,5.7,0,0,0,3,29.3,,9.92,"40,020.00",,,,2023,1,8,5,Sunday
08/01/2023 06:00,7,0,0,0,3,28.2,,9.02,"39,918.75",,,,2023,1,8,6,Sunday
08/01/2023 07:00,7.5,0,0,0,3,28.7,,16.47,"41,043.00",,,,2023,1,8,7,Sunday
08/01/2023 08:00,7.5,0.2,0.2,0,51,28.5,,49.42,"43,704.75",,,,2023,1,8,8,Sunday
08/01/2023 09:00,7.4,0.2,0.2,0,51,27.9,,82.8,"47,136.50",,,,2023,1,8,9,Sunday
08/01/2023 10:00,7.6,0.1,0.1,0,51,24,,93.7,"49,466.50",,,,2023,1,8,10,Sunday
08/01/2023 11:00,8,0.2,0.2,0,51,27.7,,103.87,"52,035.75",,,,2023,1,8,11,Sunday
08/01/2023 12:00,7.8,0.3,0.3,0,51,29,,101.69,"51,772.00",,,,2023,1,8,12,Sunday
08/01/2023 13:00,7.5,0.2,0.2,0,51,26.6,,99,"50,231.25",,,,2023,1,8,13,Sunday
08/01/2023 14:00,8.2,0,0,0,3,26.5,,104.29,"48,623.25",,,,2023,1,8,14,Sunday
08/01/2023 15:00,8.3,0,0,0,3,26.2,,103.64,"48,433.75",,,,2023,1,8,15,Sunday
08/01/2023 16:00,8.1,0,0,0,3,26.7,,109.11,"50,304.75",,,,2023,1,8,16,Sunday
08/01/2023 17:00,7.8,0,0,0,3,27.7,,118.04,"54,134.00",,,,2023,1,8,17,Sunday
08/01/2023 18:00,7.4,0,0,0,3,27.4,,122.61,"55,436.75",,,,2023,1,8,18,Sunday
08/01/2023 19:00,7.2,0,0,0,3,30.1,,109.11,"53,863.75",,,,2023,1,8,19,Sunday
08/01/2023 20:00,6.6,0.1,0.1,0,51,29.5,,103.93,"51,462.75",,,,2023,1,8,20,Sunday
08/01/2023 21:00,6.3,0,0,0,1,29.4,,98.43,"49,194.50",,,,2023,1,8,21,Sunday
08/01/2023 22:00,5.8,0,0,0,1,29.3,,99.37,"47,953.25",,,,2023,1,8,22,Sunday
08/01/2023 23:00,5.5,0,0,0,3,28.9,,81.34,"45,160.00",,,,2023,1,8,23,Sunday
09/01/2023 00:00,5.5,0,0,0,3,29,,75.13,"43,481.75",,,,2023,1,9,0,Monday
09/01/2023 01:00,5.3,0,0,0,3,30.6,,64.38,"42,441.00",,,,2023,1,9,1,Monday
09/01/2023 02:00,5.1,0,0,0,3,27.4,,60.28,"42,161.25",,,,2023,1,9,2,Monday
09/01/2023 03:00,5,0,0,0,3,26.4,,39.41,"42,423.00",,,,2023,1,9,3,Monday
09/01/2023 04:00,4.9,0,0,0,3,25.7,,47.25,"43,800.50",,,,2023,1,9,4,Monday
09/01/2023 05:00,5,0,0,0,3,26.7,,69.07,"47,183.25",,,,2023,1,9,5,Monday
09/01/2023 06:00,5.6,0,0,0,3,26.2,,107.13,"55,976.00",,,,2023,1,9,6,Monday
09/01/2023 07:00,5.9,0.9,0.9,0,53,27,,160,"61,933.50",,,,2023,1,9,7,Monday
09/01/2023 08:00,6,1.3,1.3,0,61,25.6,,180,"65,523.25",,,,2023,1,9,8,Monday
09/01/2023 09:00,6.1,1.6,1.6,0,61,27.9,,177.14,"66,089.50",,,,2023,1,9,9,Monday
09/01/2023 10:00,6.1,0.3,0.3,0,51,26.2,,159.07,"66,228.75",,,,2023,1,9,10,Monday
09/01/2023 11:00,6.4,0,0,0,3,25.3,,160.57,"66,810.75",,,,2023,1,9,11,Monday
09/01/2023 12:00,7.2,0,0,0,3,25.4,,140.56,"66,458.25",,,,2023,1,9,12,Monday
09/01/2023 13:00,8.1,0,0,0,3,30.6,,137.67,"66,064.50",,,,2023,1,9,13,Monday
09/01/2023 14:00,8,0,0,0,1,25.3,,143.57,"64,395.75",,,,2023,1,9,14,Monday
09/01/2023 15:00,7.6,0,0,0,0,21.4,,151.02,"63,095.00",,,,2023,1,9,15,Monday
09/01/2023 16:00,5.4,0,0,0,0,18.6,,161.96,"63,334.25",,,,2023,1,9,16,Monday
09/01/2023 17:00,4.3,0,0,0,1,19.9,,176.07,"66,029.25",,,,2023,1,9,17,Monday
09/01/2023 18:00,4.6,0,0,0,1,25.1,,182.18,"65,922.50",,,,2023,1,9,18,Monday
09/01/2023 19:00,4.6,0,0,0,1,28.2,,170.79,"64,274.75",,,,2023,1,9,19,Monday
09/01/2023 20:00,4.6,0,0,0,1,29.3,,160.51,"60,572.25",,,,2023,1,9,20,Monday
09/01/2023 21:00,4.4,0,0,0,0,28.2,,138.93,"57,381.25",,,,2023,1,9,21,Monday
09/01/2023 22:00,4.1,0,0,0,0,29,,132,"54,345.00",,,,2023,1,9,22,Monday
09/01/2023 23:00,3.9,0,0,0,2,29.8,,108.31,"50,887.50",,,,2023,1,9,23,Monday
10/01/2023 00:00,4.5,0,0,0,3,28.8,,106.02,"47,992.75",,,,2023,1,10,0,Tuesday
10/01/2023 01:00,5.2,0,0,0,3,28.6,,96.71,"45,917.00",,,,2023,1,10,1,Tuesday
10/01/2023 02:00,5.3,0,0,0,0,31.3,,95.14,"45,441.00",,,,2023,1,10,2,Tuesday
10/01/2023 03:00,4.7,0,0,0,0,29.6,,90.36,"46,005.00",,,,2023,1,10,3,Tuesday
10/01/2023 04:00,4.3,0,0,0,3,27,,95.61,"47,452.50",,,,2023,1,10,4,Tuesday
10/01/2023 05:00,4.6,0,0,0,3,26.6,,108.6,"50,984.50",,,,2023,1,10,5,Tuesday
10/01/2023 06:00,5.3,0,0,0,3,26.8,,138.13,"57,658.25",,,,2023,1,10,6,Tuesday
10/01/2023 07:00,5.3,0,0,0,3,24.9,,154.73,"63,619.00",,,,2023,1,10,7,Tuesday
10/01/2023 08:00,5.4,0,0,0,3,23.8,,165.33,"66,287.75",,,,2023,1,10,8,Tuesday
10/01/2023 09:00,5.5,0,0,0,3,22.3,,160.42,"66,847.00",,,,2023,1,10,9,Tuesday
10/01/2023 10:00,5.9,0,0,0,3,23.8,,154.73,"67,391.75",,,,2023,1,10,10,Tuesday
10/01/2023 11:00,6.4,0,0,0,3,23.4,,146.45,"67,594.75",,,,2023,1,10,11,Tuesday
10/01/2023 12:00,6.7,0,0,0,3,26.3,,141.22,"67,012.75",,,,2023,1,10,12,Tuesday
10/01/2023 13:00,7.5,0,0,0,3,25.8,,141.68,"66,256.75",,,,2023,1,10,13,Tuesday
10/01/2023 14:00,7.5,0,0,0,2,26.9,,145.41,"64,830.00",,,,2023,1,10,14,Tuesday
10/01/2023 15:00,7.2,0,0,0,1,22.4,,145.92,"64,041.50",,,,2023,1,10,15,Tuesday
10/01/2023 16:00,5.7,0,0,0,2,22.5,,140.5,"65,015.25",,,,2023,1,10,16,Tuesday
10/01/2023 17:00,4.6,0,0,0,2,24.2,,146.34,"67,937.25",,,,2023,1,10,17,Tuesday
10/01/2023 18:00,4.2,0,0,0,3,23.9,,140.45,"67,977.75",,,,2023,1,10,18,Tuesday
10/01/2023 19:00,3.5,0,0,0,3,24.8,,124.44,"66,773.75",,,,2023,1,10,19,Tuesday
10/01/2023 20:00,3.5,0,0,0,3,26.8,,106.15,"63,558.50",,,,2023,1,10,20,Tuesday
10/01/2023 21:00,3.4,0,0,0,3,29.8,,86.53,"60,247.25",,,,2023,1,10,21,Tuesday
10/01/2023 22:00,3.2,0,0,0,3,32,,81.3,"57,062.50",,,,2023,1,10,22,Tuesday
10/01/2023 23:00,3.2,0,0,0,3,32.4,,42.96,"54,022.25",,,,2023,1,10,23,Tuesday
11/01/2023 00:00,3.3,0,0,0,3,33.7,,5,"50,647.50",,,,2023,1,11,0,Wednesday
11/01/2023 01:00,3.6,0,0,0,3,34.6,,0.16,"48,647.50",,,,2023,1,11,1,Wednesday
11/01/2023 02:00,4.1,0,0,0,3,35.2,,0.08,"47,805.50",,,,2023,1,11,2,Wednesday
11/01/2023 03:00,4.5,0.1,0.1,0,51,35.5,,0.01,"48,027.50",,,,2023,1,11,3,Wednesday
11/01/2023 04:00,4.4,0,0,0,3,36.6,,0.04,"49,076.75",,,,2023,1,11,4,Wednesday
11/01/2023 05:00,4.9,0.1,0.1,0,51,36.8,,2.75,"52,448.50",,,,2023,1,11,5,Wednesday
